Issue Title,Issue Body,Is Bug
DISABLED test_meta_outplace_nn_functional_margin_ranking_loss_cpu_int8 (__main__.TestMetaCPU) triaged module: flaky-tests skipped module: primTorch oncall: pt2,"Platforms: dynamo

This test was disabled because it is failing in CI. See [recent examples](https://hud.pytorch.org/flakytest?name=test_meta_outplace_nn_functional_margin_ranking_loss_cpu_int8&suite=TestMetaCPU) and the most recent trunk [workflow logs](https://github.com/pytorch/pytorch/runs/18237784716).

Over the past 3 hours, it has been determined flaky in 16 workflow(s) with 48 failures and 16 successes.

**Debugging instructions (after clicking on the recent samples link):**
DO NOT ASSUME THINGS ARE OKAY IF THE CI IS GREEN. We now shield flaky tests from developers so CI will thus be green but it will be harder to parse the logs.
To find relevant log snippets:
1. Click on the workflow logs linked above
2. Click on the Test step of the job so that it is expanded. Otherwise, the grepping will not work.
3. Grep for `test_meta_outplace_nn_functional_margin_ranking_loss_cpu_int8`
4. There should be several instances run (as flaky tests are rerun in CI) from which you can study the logs.


Test file path: `test_meta.py`

cc @ezyang @mruberry @Lezcano @peterbell10 @msaroufim @wconstab @bdhirsh @anijain2305 @zou3519",False
Bug Report No Version Of Pytorch for cuda 12.3 needs reproduction,"If you have a question or would like help and support, please ask at our
[forums](https://discuss.pytorch.org/).

If you are submitting a feature request, please preface the title with [feature request].
If you are submitting a bug report, please fill in the following details.

## Issue description

since updating both my gpu driver and cuda to cuda 12.3 pytorch isnt detecting my gpu and is complaing that cuda is not availible and that i dont have supported gpu when it was working just fine my gpu is a rtx 3060 yes with cuda support

## Code example

torch.is.availible()

## System Info
Please copy and paste the output from our
[environment collection script](https://raw.githubusercontent.com/pytorch/pytorch/main/torch/utils/collect_env.py)
(or fill out the checklist below manually).

You can get the script and run it with:
```
wget https://raw.githubusercontent.com/pytorch/pytorch/main/torch/utils/collect_env.py
# For security purposes, please check the contents of collect_env.py before running it.
python collect_env.py
```

- PyTorch or Caffe2: pytorch
- How you installed PyTorch (conda, pip, source):
- Build command you used (if compiling from source):
- OS: windows 10
- PyTorch version: latest available
- Python version:
- CUDA/cuDNN version: latest
- GPU models and configuration:
- GCC version (if compiling from source):
- CMake version:
- Versions of any other relevant libraries: cuda toolkit 12.3
",False
DISABLED test_layer_norm_backward_size_1024_cpu (__main__.TestNestedTensorAutogradCPU) triaged module: flaky-tests module: nestedtensor skipped oncall: pt2,"Platforms: dynamo

This test was disabled because it is failing in CI. See [recent examples](https://hud.pytorch.org/flakytest?name=test_layer_norm_backward_size_1024_cpu&suite=TestNestedTensorAutogradCPU) and the most recent trunk [workflow logs](https://github.com/pytorch/pytorch/runs/18201273111).

Over the past 3 hours, it has been determined flaky in 19 workflow(s) with 57 failures and 19 successes.

**Debugging instructions (after clicking on the recent samples link):**
DO NOT ASSUME THINGS ARE OKAY IF THE CI IS GREEN. We now shield flaky tests from developers so CI will thus be green but it will be harder to parse the logs.
To find relevant log snippets:
1. Click on the workflow logs linked above
2. Click on the Test step of the job so that it is expanded. Otherwise, the grepping will not work.
3. Grep for `test_layer_norm_backward_size_1024_cpu`
4. There should be several instances run (as flaky tests are rerun in CI) from which you can study the logs.


Test file path: `test_nestedtensor.py`

cc @cpuhrsch @jbschlosser @bhosmer @drisspg @soulitzer @ezyang @msaroufim @wconstab @bdhirsh @anijain2305 @zou3519",False
DISABLED test_tensor_dtype_complex (__main__.CommTest) oncall: distributed module: flaky-tests skipped,"Platforms: linux

This test was disabled because it is failing in CI. See [recent examples](https://hud.pytorch.org/flakytest?name=test_tensor_dtype_complex&suite=CommTest) and the most recent trunk [workflow logs](https://github.com/pytorch/pytorch/runs/18199906633).

Over the past 3 hours, it has been determined flaky in 2 workflow(s) with 2 failures and 2 successes.

**Debugging instructions (after clicking on the recent samples link):**
DO NOT ASSUME THINGS ARE OKAY IF THE CI IS GREEN. We now shield flaky tests from developers so CI will thus be green but it will be harder to parse the logs.
To find relevant log snippets:
1. Click on the workflow logs linked above
2. Click on the Test step of the job so that it is expanded. Otherwise, the grepping will not work.
3. Grep for `test_tensor_dtype_complex`
4. There should be several instances run (as flaky tests are rerun in CI) from which you can study the logs.


Test file path: `distributed/test_c10d_ucc.py`

cc @mrshenli @pritamdamania87 @zhaojuanmao @satgera @rohan-varma @gqchen @aazzolini @osalpekar @jiayisuse @H-Huang @kwen2501 @awgu @penguinwu",False
[Autograd] `Variable._execution_engine.queue_callback` swallows error message module: autograd triaged,"

```
from typing import Any, Callable

import torch
import torch.nn as nn
from torch.autograd import Variable
from torch.distributed.utils import _apply_to_tensors


def hook(*args, **kwargs):
    assert 0, ""Hello world!""


def register_backward_hook(output: Any, hook: Callable):
    if not torch.is_grad_enabled():
        return output

    def _register_hook(tensor: torch.Tensor):
        if tensor.requires_grad:
            tensor.register_hook(
                lambda *args, **kwargs: Variable._execution_engine.queue_callback(hook)
            )
        return tensor

    return _apply_to_tensors(_register_hook, output)


model = nn.Sequential(
    nn.Linear(3, 3, device=""cuda""), nn.ReLU(), nn.Linear(3, 3, device=""cuda"")
)
out = model(torch.randn(2, 3, device=""cuda""))
register_backward_hook(out, hook)
out.sum().backward()
```

`Hello world!` is not printed:
```
Traceback (most recent call last):
  File ""/data/users/andgu/sandbox/non_distributed/repro_autograd_error.py"", line 32, in <module>
    out.sum().backward()
  File ""/data/users/andgu/pytorch/torch/_tensor.py"", line 503, in backward
    torch.autograd.backward(
  File ""/data/users/andgu/pytorch/torch/autograd/__init__.py"", line 254, in backward
    Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
SystemError: <built-in method run_backward of torch._C._EngineBase object at 0x7f762e58bd40> returned NULL without setting an exception
```

cc @ezyang @albanD @zou3519 @gqchen @pearu @nikitaved @soulitzer @Lezcano @Varal7",False
DISABLED test_layer_norm_backward_size_1023_cpu (__main__.TestNestedTensorAutogradCPU) triaged module: flaky-tests module: nestedtensor skipped oncall: pt2,"Platforms: dynamo

This test was disabled because it is failing in CI. See [recent examples](https://hud.pytorch.org/flakytest?name=test_layer_norm_backward_size_1023_cpu&suite=TestNestedTensorAutogradCPU) and the most recent trunk [workflow logs](https://github.com/pytorch/pytorch/runs/18185884821).

Over the past 3 hours, it has been determined flaky in 2 workflow(s) with 6 failures and 2 successes.

**Debugging instructions (after clicking on the recent samples link):**
DO NOT ASSUME THINGS ARE OKAY IF THE CI IS GREEN. We now shield flaky tests from developers so CI will thus be green but it will be harder to parse the logs.
To find relevant log snippets:
1. Click on the workflow logs linked above
2. Click on the Test step of the job so that it is expanded. Otherwise, the grepping will not work.
3. Grep for `test_layer_norm_backward_size_1023_cpu`
4. There should be several instances run (as flaky tests are rerun in CI) from which you can study the logs.


Test file path: `test_nestedtensor.py`

cc @cpuhrsch @jbschlosser @bhosmer @drisspg @soulitzer @ezyang @msaroufim @wconstab @bdhirsh @anijain2305 @zou3519",False
DISABLED test_layer_norm_backward_edge_case_cpu (__main__.TestNestedTensorAutogradCPU) triaged module: flaky-tests module: nestedtensor skipped oncall: pt2,"Platforms: dynamo

This test was disabled because it is failing in CI. See [recent examples](https://hud.pytorch.org/flakytest?name=test_layer_norm_backward_edge_case_cpu&suite=TestNestedTensorAutogradCPU) and the most recent trunk [workflow logs](https://github.com/pytorch/pytorch/runs/18173611830).

Over the past 3 hours, it has been determined flaky in 2 workflow(s) with 6 failures and 2 successes.

**Debugging instructions (after clicking on the recent samples link):**
DO NOT ASSUME THINGS ARE OKAY IF THE CI IS GREEN. We now shield flaky tests from developers so CI will thus be green but it will be harder to parse the logs.
To find relevant log snippets:
1. Click on the workflow logs linked above
2. Click on the Test step of the job so that it is expanded. Otherwise, the grepping will not work.
3. Grep for `test_layer_norm_backward_edge_case_cpu`
4. There should be several instances run (as flaky tests are rerun in CI) from which you can study the logs.


Test file path: `test_nestedtensor.py`

cc @cpuhrsch @jbschlosser @bhosmer @drisspg @soulitzer @ezyang @msaroufim @wconstab @bdhirsh @anijain2305 @zou3519",False
DISABLED test_out_warning__refs_arange_cpu (__main__.TestCommonCPU) triaged module: flaky-tests skipped module: unknown oncall: pt2,"Platforms: dynamo

This test was disabled because it is failing in CI. See [recent examples](https://hud.pytorch.org/flakytest?name=test_out_warning__refs_arange_cpu&suite=TestCommonCPU) and the most recent trunk [workflow logs](https://github.com/pytorch/pytorch/runs/18173341818).

Over the past 3 hours, it has been determined flaky in 2 workflow(s) with 2 failures and 2 successes.

**Debugging instructions (after clicking on the recent samples link):**
DO NOT ASSUME THINGS ARE OKAY IF THE CI IS GREEN. We now shield flaky tests from developers so CI will thus be green but it will be harder to parse the logs.
To find relevant log snippets:
1. Click on the workflow logs linked above
2. Click on the Test step of the job so that it is expanded. Otherwise, the grepping will not work.
3. Grep for `test_out_warning__refs_arange_cpu`
4. There should be several instances run (as flaky tests are rerun in CI) from which you can study the logs.


Test file path: `test_ops.py`

cc @ezyang @msaroufim @wconstab @bdhirsh @anijain2305 @zou3519",False
Support for Exporting 'aten::fft_rfft' to ONNX module: onnx triaged,"### 🚀 The feature, motivation and pitch

I want to export a torch model to ONNX. My model uses torch.fft.rfft and torch.fft.rfftfreq. However, I got the following erroe:

""UnsupportedOperatorError: Exporting the operator 'aten::fft_rfft' to ONNX opset version 14 is not supported. Please feel free to request support or submit a pull request on PyTorch GitHub: https://github.com/pytorch/pytorch/issues.""

I tried the latest opset version 17, but this operation is still not supportd.

### Alternatives

_No response_

### Additional context

_No response_",False
torch.distributed.rpc example errors oncall: distributed,"### 📚 The doc issue

https://pytorch.org/docs/stable/rpc.html#rpc

Usage of @torch.jit.script may not work with the current version of PyTorch and may result in type mismatch exceptions.

### Suggest a potential alternative/fix

fixed in #112367 

cc @mrshenli @pritamdamania87 @zhaojuanmao @satgera @rohan-varma @gqchen @aazzolini @osalpekar @jiayisuse @H-Huang @kwen2501 @awgu @penguinwu",False
typo in example of `torch.linalg.solve_triangular` ,"### 📚 The doc issue

Hello, during  learning pytorch, I noticed a typo in the example provided in `torch.linalg.solve_triangular`. In first example:
```py
A = torch.randn(3, 3).triu_()
b = torch.randn(3, 4) # here need upper B
X = torch.linalg.solve_triangular(A, B, upper=True)
torch.allclose(A @ X, B)
```
url: https://pytorch.org/docs/stable/generated/torch.linalg.solve_triangular.html#torch-linalg-solve-triangular

source code may here:  https://github.com/pytorch/pytorch/blob/main/torch/linalg/__init__.py#L2244-L2246

### Suggest a potential alternative/fix

_No response_",False
DISABLED test_layer_norm_backward_5d_size_4_cpu (__main__.TestNestedTensorAutogradCPU) triaged module: flaky-tests module: nestedtensor skipped oncall: pt2,"Platforms: dynamo

This test was disabled because it is failing in CI. See [recent examples](https://hud.pytorch.org/flakytest?name=test_layer_norm_backward_5d_size_4_cpu&suite=TestNestedTensorAutogradCPU) and the most recent trunk [workflow logs](https://github.com/pytorch/pytorch/runs/18163699213).

Over the past 3 hours, it has been determined flaky in 4 workflow(s) with 12 failures and 4 successes.

**Debugging instructions (after clicking on the recent samples link):**
DO NOT ASSUME THINGS ARE OKAY IF THE CI IS GREEN. We now shield flaky tests from developers so CI will thus be green but it will be harder to parse the logs.
To find relevant log snippets:
1. Click on the workflow logs linked above
2. Click on the Test step of the job so that it is expanded. Otherwise, the grepping will not work.
3. Grep for `test_layer_norm_backward_5d_size_4_cpu`
4. There should be several instances run (as flaky tests are rerun in CI) from which you can study the logs.


Test file path: `test_nestedtensor.py`

cc @cpuhrsch @jbschlosser @bhosmer @drisspg @soulitzer @ezyang @msaroufim @wconstab @bdhirsh @anijain2305 @zou3519",False
Access triton code generated by torchinductor backend ,"### 🚀 The feature, motivation and pitch

would look to take a look at the triton code generated by torchinductor when using `torch.compile` for debugging purposes, is there a way to do that?

### Alternatives

_No response_

### Additional context

_No response_",False
DISABLED test_derpy_nn_module_usage (__main__.MiscTests) triaged module: flaky-tests skipped module: dynamo,"Platforms: linux

This test was disabled because it is failing in CI. See [recent examples](https://hud.pytorch.org/flakytest?name=test_derpy_nn_module_usage&suite=MiscTests) and the most recent trunk [workflow logs](https://github.com/pytorch/pytorch/runs/18132406858).

Over the past 3 hours, it has been determined flaky in 2 workflow(s) with 2 failures and 2 successes.

**Debugging instructions (after clicking on the recent samples link):**
DO NOT ASSUME THINGS ARE OKAY IF THE CI IS GREEN. We now shield flaky tests from developers so CI will thus be green but it will be harder to parse the logs.
To find relevant log snippets:
1. Click on the workflow logs linked above
2. Click on the Test step of the job so that it is expanded. Otherwise, the grepping will not work.
3. Grep for `test_derpy_nn_module_usage`
4. There should be several instances run (as flaky tests are rerun in CI) from which you can study the logs.


Test file path: `dynamo/test_misc.py`

cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @chenyang78 @aakhundov @kadeng",False
DISABLED test_layer_norm_backward_5d_size_32_cpu (__main__.TestNestedTensorAutogradCPU) triaged module: flaky-tests module: nestedtensor skipped oncall: pt2,"Platforms: dynamo

This test was disabled because it is failing in CI. See [recent examples](https://hud.pytorch.org/flakytest?name=test_layer_norm_backward_5d_size_32_cpu&suite=TestNestedTensorAutogradCPU) and the most recent trunk [workflow logs](https://github.com/pytorch/pytorch/runs/18126685567).

Over the past 3 hours, it has been determined flaky in 3 workflow(s) with 9 failures and 3 successes.

**Debugging instructions (after clicking on the recent samples link):**
DO NOT ASSUME THINGS ARE OKAY IF THE CI IS GREEN. We now shield flaky tests from developers so CI will thus be green but it will be harder to parse the logs.
To find relevant log snippets:
1. Click on the workflow logs linked above
2. Click on the Test step of the job so that it is expanded. Otherwise, the grepping will not work.
3. Grep for `test_layer_norm_backward_5d_size_32_cpu`
4. There should be several instances run (as flaky tests are rerun in CI) from which you can study the logs.


Test file path: `test_nestedtensor.py`

cc @cpuhrsch @jbschlosser @bhosmer @drisspg @soulitzer @ezyang @msaroufim @wconstab @bdhirsh @anijain2305 @zou3519",False
DISABLED test_layer_norm_backward_5d_size_2_cpu (__main__.TestNestedTensorAutogradCPU) triaged module: flaky-tests module: nestedtensor skipped oncall: pt2,"Platforms: dynamo

This test was disabled because it is failing in CI. See [recent examples](https://hud.pytorch.org/flakytest?name=test_layer_norm_backward_5d_size_2_cpu&suite=TestNestedTensorAutogradCPU) and the most recent trunk [workflow logs](https://github.com/pytorch/pytorch/runs/18112962821).

Over the past 3 hours, it has been determined flaky in 4 workflow(s) with 12 failures and 4 successes.

**Debugging instructions (after clicking on the recent samples link):**
DO NOT ASSUME THINGS ARE OKAY IF THE CI IS GREEN. We now shield flaky tests from developers so CI will thus be green but it will be harder to parse the logs.
To find relevant log snippets:
1. Click on the workflow logs linked above
2. Click on the Test step of the job so that it is expanded. Otherwise, the grepping will not work.
3. Grep for `test_layer_norm_backward_5d_size_2_cpu`
4. There should be several instances run (as flaky tests are rerun in CI) from which you can study the logs.


Test file path: `test_nestedtensor.py`

cc @cpuhrsch @jbschlosser @bhosmer @drisspg @soulitzer @ezyang @msaroufim @wconstab @bdhirsh @anijain2305 @zou3519",False
DISABLED test_layer_norm_backward_5d_size_128_cpu (__main__.TestNestedTensorAutogradCPU) triaged module: flaky-tests module: nestedtensor skipped oncall: pt2,"Platforms: dynamo

This test was disabled because it is failing in CI. See [recent examples](https://hud.pytorch.org/flakytest?name=test_layer_norm_backward_5d_size_128_cpu&suite=TestNestedTensorAutogradCPU) and the most recent trunk [workflow logs](https://github.com/pytorch/pytorch/runs/18105523198).

Over the past 3 hours, it has been determined flaky in 5 workflow(s) with 15 failures and 5 successes.

**Debugging instructions (after clicking on the recent samples link):**
DO NOT ASSUME THINGS ARE OKAY IF THE CI IS GREEN. We now shield flaky tests from developers so CI will thus be green but it will be harder to parse the logs.
To find relevant log snippets:
1. Click on the workflow logs linked above
2. Click on the Test step of the job so that it is expanded. Otherwise, the grepping will not work.
3. Grep for `test_layer_norm_backward_5d_size_128_cpu`
4. There should be several instances run (as flaky tests are rerun in CI) from which you can study the logs.


Test file path: `test_nestedtensor.py`

cc @cpuhrsch @jbschlosser @bhosmer @drisspg @soulitzer @ezyang @msaroufim @wconstab @bdhirsh @anijain2305 @zou3519",False
[dynamo] standard_test() is buggy triaged oncall: pt2 module: dynamo,"I noticed this while trying to add types to `torch/_dynamo/testing.py`. This line always throws an error due to the call being passed the wrong number of arguments:

https://github.com/pytorch/pytorch/blob/94e90c199c6abb188d1d86244621b9e94e43598c/torch/_dynamo/testing.py#L255

However, fixing that causes tests to fail, because this line was previously never executed:

https://github.com/pytorch/pytorch/blob/94e90c199c6abb188d1d86244621b9e94e43598c/torch/_dynamo/testing.py#L258

I'm not sure whether the test failures are bogus.

cc @ezyang @msaroufim @wconstab @bdhirsh @anijain2305 @zou3519 @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @chenyang78 @aakhundov @kadeng",False
DISABLED test_indexing_backward_cpu (__main__.TestNestedTensorAutogradCPU) triaged module: flaky-tests module: nestedtensor skipped oncall: pt2,"Platforms: dynamo

This test was disabled because it is failing in CI. See [recent examples](https://hud.pytorch.org/flakytest?name=test_indexing_backward_cpu&suite=TestNestedTensorAutogradCPU) and the most recent trunk [workflow logs](https://github.com/pytorch/pytorch/runs/18100110014).

Over the past 3 hours, it has been determined flaky in 9 workflow(s) with 27 failures and 9 successes.

**Debugging instructions (after clicking on the recent samples link):**
DO NOT ASSUME THINGS ARE OKAY IF THE CI IS GREEN. We now shield flaky tests from developers so CI will thus be green but it will be harder to parse the logs.
To find relevant log snippets:
1. Click on the workflow logs linked above
2. Click on the Test step of the job so that it is expanded. Otherwise, the grepping will not work.
3. Grep for `test_indexing_backward_cpu`
4. There should be several instances run (as flaky tests are rerun in CI) from which you can study the logs.


Test file path: `test_nestedtensor.py`

cc @cpuhrsch @jbschlosser @bhosmer @drisspg @soulitzer @ezyang @msaroufim @wconstab @bdhirsh @anijain2305 @zou3519",False
DISABLED test_gelu_backward_cpu (__main__.TestNestedTensorAutogradCPU) triaged module: flaky-tests module: nestedtensor skipped oncall: pt2,"Platforms: dynamo

This test was disabled because it is failing in CI. See [recent examples](https://hud.pytorch.org/flakytest?name=test_gelu_backward_cpu&suite=TestNestedTensorAutogradCPU) and the most recent trunk [workflow logs](https://github.com/pytorch/pytorch/runs/18083003357).

Over the past 3 hours, it has been determined flaky in 3 workflow(s) with 9 failures and 3 successes.

**Debugging instructions (after clicking on the recent samples link):**
DO NOT ASSUME THINGS ARE OKAY IF THE CI IS GREEN. We now shield flaky tests from developers so CI will thus be green but it will be harder to parse the logs.
To find relevant log snippets:
1. Click on the workflow logs linked above
2. Click on the Test step of the job so that it is expanded. Otherwise, the grepping will not work.
3. Grep for `test_gelu_backward_cpu`
4. There should be several instances run (as flaky tests are rerun in CI) from which you can study the logs.


Test file path: `test_nestedtensor.py`

cc @cpuhrsch @jbschlosser @bhosmer @drisspg @soulitzer @ezyang @msaroufim @wconstab @bdhirsh @anijain2305 @zou3519",False
DISABLED test_cond (__main__.MiscTests) triaged module: flaky-tests skipped module: dynamo,"Platforms: linux, slow

This test was disabled because it is failing in CI. See [recent examples](https://hud.pytorch.org/flakytest?name=test_cond&suite=MiscTests) and the most recent trunk [workflow logs](https://github.com/pytorch/pytorch/runs/18083697881).

Over the past 3 hours, it has been determined flaky in 2 workflow(s) with 2 failures and 2 successes.

**Debugging instructions (after clicking on the recent samples link):**
DO NOT ASSUME THINGS ARE OKAY IF THE CI IS GREEN. We now shield flaky tests from developers so CI will thus be green but it will be harder to parse the logs.
To find relevant log snippets:
1. Click on the workflow logs linked above
2. Click on the Test step of the job so that it is expanded. Otherwise, the grepping will not work.
3. Grep for `test_cond`
4. There should be several instances run (as flaky tests are rerun in CI) from which you can study the logs.


Test file path: `dynamo/test_misc.py`

cc @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @chenyang78 @aakhundov @kadeng",False
don't graph break for assignment of mutables in higher order op's function triaged oncall: pt2 module: dynamo,"### 🚀 The feature, motivation and pitch

Right now we cannot do a aliasing in the inner function of higher order op, this could be an assignment such as `x = args` or could be a `for arg in args`, the latter would be very useful in supporting pytree.tree_flatten inside the inner function.
```python
import torch
from torch._higher_order_ops.wrap import wrap

@torch.compile(backend=""eager"", fullgraph=True)
def f(args):
    def inner_f(args):
        x = args # assign a tuple to a local var causes graph break
        # for arg in args # is also not allowed.
        return x
    return wrap(inner_f, args)

args = ((torch.ones(1), torch.ones(1)),)
f(args)
```
It produces errors like below:
```
[2023-10-26 09:47:32,794] [0/0] torch._dynamo.variables.higher_order_ops: [WARNING] speculate_subgraph: while introspecting wrap, we were unable to trace function `NestedUserFunctionVariable` into a single graph. This means that Dynamo was unable to prove safety for this API and will fall back to eager-mode PyTorch, which could lead to a slowdown.
[2023-10-26 09:47:32,794] [0/0] torch._dynamo.variables.higher_order_ops: [ERROR] HigherOrderOperator: Mutating a variable not in the current scope (replace_all)
Traceback (most recent call last):
  File ""/home/yidi/local/pytorch/torch/_dynamo/variables/higher_order_ops.py"", line 214, in speculate_subgraph
    output = f.call_function(tx, args, sub_kwargs)
  File ""/home/yidi/local/pytorch/torch/_dynamo/variables/functions.py"", line 90, in call_function
    return tx.inline_user_function_return(
  File ""/home/yidi/local/pytorch/torch/_dynamo/symbolic_convert.py"", line 622, in inline_user_function_return
    result = InliningInstructionTranslator.inline_call(self, fn, args, kwargs)
  File ""/home/yidi/local/pytorch/torch/_dynamo/symbolic_convert.py"", line 2255, in inline_call
    return cls.inline_call_(parent, func, args, kwargs)
  File ""/home/yidi/local/pytorch/torch/_dynamo/symbolic_convert.py"", line 2387, in inline_call_
    tracer.run()
  File ""/home/yidi/local/pytorch/torch/_dynamo/symbolic_convert.py"", line 751, in run
    and self.step()
  File ""/home/yidi/local/pytorch/torch/_dynamo/symbolic_convert.py"", line 714, in step
    getattr(self, inst.opname)(inst)
  File ""/home/yidi/local/pytorch/torch/_dynamo/symbolic_convert.py"", line 816, in STORE_FAST
    loaded_vt = loaded_vt.rename(self, name)
  File ""/home/yidi/local/pytorch/torch/_dynamo/variables/base.py"", line 345, in rename
    return tx.replace_all(self, new_vt)
  File ""/home/yidi/local/pytorch/torch/_dynamo/symbolic_convert.py"", line 2530, in replace_all
    self.check_replace_is_safe(oldvar, newvar)
  File ""/home/yidi/local/pytorch/torch/_dynamo/symbolic_convert.py"", line 2525, in check_replace_is_safe
    unimplemented(
  File ""/home/yidi/local/pytorch/torch/_dynamo/exc.py"", line 184, in unimplemented
    raise Unsupported(msg)
torch._dynamo.exc.Unsupported: HigherOrderOperator: Mutating a variable not in the current scope (replace_all)

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File ""/home/yidi/local/pytorch/repro.py"", line 14, in <module>
    f(args)
  File ""/home/yidi/local/pytorch/torch/_dynamo/eval_frame.py"", line 410, in _fn
    return fn(*args, **kwargs)
  File ""/home/yidi/local/pytorch/torch/_dynamo/eval_frame.py"", line 558, in catch_errors
    return callback(frame, cache_entry, hooks, frame_state)
  File ""/home/yidi/local/pytorch/torch/_dynamo/convert_frame.py"", line 148, in _fn
    return fn(*args, **kwargs)
  File ""/home/yidi/local/pytorch/torch/_dynamo/convert_frame.py"", line 402, in _convert_frame_assert
    return _compile(
  File ""/home/yidi/local/pytorch/torch/_dynamo/convert_frame.py"", line 610, in _compile
    guarded_code = compile_inner(code, one_graph, hooks, transform)
  File ""/home/yidi/local/pytorch/torch/_dynamo/utils.py"", line 221, in time_wrapper
    r = func(*args, **kwargs)
  File ""/home/yidi/local/pytorch/torch/_dynamo/convert_frame.py"", line 527, in compile_inner
    out_code = transform_code_object(code, transform)
  File ""/home/yidi/local/pytorch/torch/_dynamo/bytecode_transformation.py"", line 1028, in transform_code_object
    transformations(instructions, code_options)
  File ""/home/yidi/local/pytorch/torch/_dynamo/convert_frame.py"", line 497, in transform
    tracer.run()
  File ""/home/yidi/local/pytorch/torch/_dynamo/symbolic_convert.py"", line 2127, in run
    super().run()
  File ""/home/yidi/local/pytorch/torch/_dynamo/symbolic_convert.py"", line 751, in run
    and self.step()
  File ""/home/yidi/local/pytorch/torch/_dynamo/symbolic_convert.py"", line 714, in step
    getattr(self, inst.opname)(inst)
  File ""/home/yidi/local/pytorch/torch/_dynamo/symbolic_convert.py"", line 405, in wrapper
    return inner_fn(self, inst)
  File ""/home/yidi/local/pytorch/torch/_dynamo/symbolic_convert.py"", line 1147, in CALL_FUNCTION
    self.call_function(fn, args, {})
  File ""/home/yidi/local/pytorch/torch/_dynamo/symbolic_convert.py"", line 586, in call_function
    self.push(fn.call_function(self, args, kwargs))
  File ""/home/yidi/local/pytorch/torch/_dynamo/variables/higher_order_ops.py"", line 1216, in call_function
    p_args, p_kwargs, example_value, treespec = self.create_wrapped_node(
  File ""/home/yidi/local/pytorch/torch/_dynamo/variables/higher_order_ops.py"", line 1176, in create_wrapped_node
    ) = speculate_subgraph(
  File ""/home/yidi/local/pytorch/torch/_dynamo/variables/higher_order_ops.py"", line 288, in speculate_subgraph
    raise Unsupported(
torch._dynamo.exc.Unsupported: speculate_subgraph: while introspecting wrap, we were unable to trace function `NestedUserFunctionVariable` into a single graph. This means that Dynamo was unable to prove safety for this API and will fall back to eager-mode PyTorch, which could lead to a slowdown. Scroll up for the stack trace of the initial exception. The reason was: HigherOrderOperator: Mutating a variable not in the current scope (replace_all)

from user code:
   File ""/home/yidi/local/pytorch/repro.py"", line 10, in f
    return wrap(inner_f, args)

Set TORCH_LOGS=""+dynamo"" and TORCHDYNAMO_VERBOSE=1 for more information


You can suppress this exception and fall back to eager by setting:
    import torch._dynamo
    torch._dynamo.config.suppress_errors = True
```


### Alternatives

_No response_

### Additional context

_No response_

cc @ezyang @msaroufim @wconstab @bdhirsh @anijain2305 @zou3519 @voznesenskym @penguinwu @EikanWang @jgong5 @Guobing-Chen @XiaobingSuper @zhuhaozhe @blzheng @wenzhe-nrv @jiayisunx @chenyang78 @aakhundov @kadeng",False
DISABLED test_triton_bsr_scatter_mm_blocksize_16_cuda_float16 (__main__.TestSparseCompressedTritonKernelsCUDA) module: sparse triaged module: flaky-tests skipped,"Platforms: linux, slow

This test was disabled because it is failing in CI. See [recent examples](https://hud.pytorch.org/flakytest?name=test_triton_bsr_scatter_mm_blocksize_16_cuda_float16&suite=TestSparseCompressedTritonKernelsCUDA) and the most recent trunk [workflow logs](https://github.com/pytorch/pytorch/runs/18075318735).

Over the past 3 hours, it has been determined flaky in 3 workflow(s) with 3 failures and 3 successes.

**Debugging instructions (after clicking on the recent samples link):**
DO NOT ASSUME THINGS ARE OKAY IF THE CI IS GREEN. We now shield flaky tests from developers so CI will thus be green but it will be harder to parse the logs.
To find relevant log snippets:
1. Click on the workflow logs linked above
2. Click on the Test step of the job so that it is expanded. Otherwise, the grepping will not work.
3. Grep for `test_triton_bsr_scatter_mm_blocksize_16_cuda_float16`
4. There should be several instances run (as flaky tests are rerun in CI) from which you can study the logs.


Test file path: `test_sparse_csr.py`

cc @alexsamardzic @nikitaved @pearu @cpuhrsch @amjames @bhosmer",False
