Issue Number,Issue Title,Time created,Time closed,Number of Assignees,Number of Comments,Tags
56849,Inconsistent results from `tf.raw_ops.LRNGrad` between CPU and GPU,2022-07-21 13:10:13+00:00,,2,6,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:ops""), Label(name=""comp:gpu""), Label(name=""TF 2.9"")]"
56847,Nondeterministic result on TPU,2022-07-21 08:52:46+00:00,,1,17,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:tpus""), Label(name=""TF 2.9"")]"
56842,Wrong gradient in forward mode auto differentiation for `tf.random.stateless_parameterized_truncated_normal`,2022-07-20 15:11:41+00:00,,1,5,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:ops""), Label(name=""TF 2.9"")]"
56836,Wrong gradient calculated by `tf.autodiff.ForwardAccumulator` for API `tf.optimizers.schedules.ExponentialDecay`,2022-07-20 09:55:16+00:00,,1,3,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:ops""), Label(name=""TF 2.9"")]"
56833,"Forward AD threw error in `tf.autodiff.ForwardAccumulator` for `tf.keras.layers.MaxPooling3D`, but backward AD succeeded with same input",2022-07-20 07:20:12+00:00,,1,3,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:ops""), Label(name=""TF 2.9"")]"
56819,RaggedTensors should have a 'name' attribute,2022-07-19 13:46:50+00:00,,2,11,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:feature""), Label(name=""comp:core""), Label(name=""TF 2.9"")]"
56772,Test failed from //tensorflow/cc:gradients_linalg_grad_test on GPU,2022-07-14 13:58:07+00:00,,1,1,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:ops""), Label(name=""comp:core"")]"
56769,[XLA] Bincount dynamic output size in a loop,2022-07-14 11:52:15+00:00,,1,8,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:xla"")]"
56765,Segfault with `tf-to-hlo-pipeline` pass,2022-07-14 02:22:36+00:00,,1,2,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:ops""), Label(name=""TF 2.9"")]"
56760,"TPU pod  v4 ""RuntimeError: TPU cores on each host is not same."" ",2022-07-13 19:45:58+00:00,,1,7,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:tpus""), Label(name=""TF 2.9"")]"
56752,tensorflow jit_compile=True threads leak,2022-07-13 10:46:28+00:00,,1,5,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:dist-strat""), Label(name=""TF 2.9"")]"
56749,tensorflow_ranking.keras.losses.ListMLELoss() gives -inf ,2022-07-13 07:06:45+00:00,,1,5,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:apis""), Label(name=""TF 2.9"")]"
56717,fault_tolerance_test fails on some systems,2022-07-08 14:38:12+00:00,,2,8,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:build/install""), Label(name=""subtype: ubuntu/linux""), Label(name=""subtype:bazel""), Label(name=""TF 2.7"")]"
56708,tensorflow.python.compiler.tensorrt converter build Bert model error,2022-07-08 04:17:26+00:00,,2,4,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:gpu:tensorrt""), Label(name=""TF 2.9"")]"
56697,The performance is worse after turning on mkldnn,2022-07-07 13:25:44+00:00,,3,5,"[Label(name=""stat:awaiting tensorflower""), Label(name=""comp:mkl""), Label(name=""type:performance""), Label(name=""TF 2.4"")]"
56693,Bug in tf.test.compute_gradient for tf.keras.losses.categorical_hinge,2022-07-07 01:12:11+00:00,,1,1,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:ops""), Label(name=""TF 2.9"")]"
56692,Add support for kwargs for tf.recompute_grad API for graph mode,2022-07-06 22:48:03+00:00,,1,4,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:feature""), Label(name=""comp:apis"")]"
56688,kernel_tests/nn_ops/xent_op_d9m_test.py test fails,2022-07-06 07:02:14+00:00,,1,1,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:ops""), Label(name=""TF 2.9"")]"
56685,Can we get PocketFFT ported to Tensorflow?,2022-07-06 02:42:38+00:00,,1,18,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:feature""), Label(name=""comp:apis""), Label(name=""comp:ops""), Label(name=""TF 2.9"")]"
56675,`UniformIntDistribution` is exclusive in its upper bound,2022-07-04 22:01:58+00:00,,2,1,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:support""), Label(name=""comp:xla""), Label(name=""TF 2.8"")]"
56671,TF's statically linked OpenMP causes performance problems with other libraries,2022-07-04 08:57:51+00:00,,1,4,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:runtime""), Label(name=""TF 2.9"")]"
56655,`tf.scatter_nd` op is placed on the CPU when values are of boolean type,2022-07-01 23:16:15+00:00,,1,9,"[Label(name=""stat:awaiting tensorflower""), Label(name=""comp:ops""), Label(name=""type:performance""), Label(name=""TF 2.8"")]"
56636,Cyclic Python dependency due to tensorflow-io-gcs-filesystem,2022-06-30 11:29:26+00:00,,1,3,"[Label(name=""type:build/install""), Label(name=""TF 2.9"")]"
56628,gradient computation throws InvalidArgumentError in `tf.gather_nd` ,2022-06-29 20:41:21+00:00,,1,5,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:support""), Label(name=""comp:ops""), Label(name=""TF 2.8"")]"
56626,Tensorflow lite for microcontroller not support the model with float32 input/output and int8 weights.,2022-06-29 18:53:44+00:00,,2,3,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:feature""), Label(name=""comp:micro"")]"
56624,Memory leak when using the optimizer iterations in `tf.data.Dataset`,2022-06-29 13:52:31+00:00,,2,3,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:data""), Label(name=""TF 2.9"")]"
56622,"Get Input/Output shapes of node (ex: Conv, Add) during the inferencce",2022-06-29 12:29:09+00:00,,1,2,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:others""), Label(name=""comp:grappler""), Label(name=""TF 2.9"")]"
56619,Gradient computation through tf.linalg.eigh does not work with complex-valued input in XLA,2022-06-29 08:45:57+00:00,,1,1,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:ops""), Label(name=""comp:xla""), Label(name=""TF 2.9"")]"
56592,Micro Speech Example Deploy to STM32F746 error!,2022-06-27 12:29:52+00:00,,2,0,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:build/install""), Label(name=""comp:micro""), Label(name=""TF 2.9"")]"
56584,disco_f746ng_makefile.inc: No such file or directory,2022-06-27 01:54:50+00:00,,2,1,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:build/install""), Label(name=""comp:micro""), Label(name=""TF 2.9"")]"
56563,"`tf.reduce_mean` returns wrong results for certain 4D tensor sizes, reductions and distributions",2022-06-24 11:24:52+00:00,,1,6,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:ops""), Label(name=""TF 2.9"")]"
56546,Available quantization options in TFL/ TFLM,2022-06-23 09:40:43+00:00,,2,8,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:micro""), Label(name=""TF 2.8"")]"
56543,"EmitIRForReduction fails with ""Check failed: !reductions.empty()...""",2022-06-23 05:18:19+00:00,,3,1,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:support""), Label(name=""comp:ops""), Label(name=""TF 2.9"")]"
56542,HloReachabilityMap does not update the BitVectors properly when there is a cycle in the HloComputation,2022-06-23 04:58:35+00:00,,2,2,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:xla""), Label(name=""TF 2.9"")]"
56539,"Masking tensor with boolean vector raises an error, while tf.boolean_mask works",2022-06-22 16:12:19+00:00,,1,2,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:ops""), Label(name=""TF 2.9"")]"
56531,C API Tensor data type doesn't have flat() to convert into a Eigen::Tensor,2022-06-22 09:02:26+00:00,,1,3,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:feature""), Label(name=""comp:ops""), Label(name=""type:docs-feature"")]"
56530,Gradients across graphs,2022-06-22 08:36:22+00:00,,1,14,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:support""), Label(name=""comp:apis""), Label(name=""TF 2.9"")]"
56521,batch_scatter_ops_test.py fails on GPU,2022-06-21 12:54:02+00:00,,1,1,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:ops""), Label(name=""comp:gpu""), Label(name=""TF 2.8"")]"
56511,XLA doesn't have a scatter emitter on CPU,2022-06-20 12:10:02+00:00,,2,1,"[Label(name=""stat:awaiting tensorflower""), Label(name=""comp:xla""), Label(name=""type:performance"")]"
56508,Dataset loses cardinality/length after prefetch to gpu ,2022-06-20 11:00:11+00:00,,2,3,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:gpu""), Label(name=""comp:data""), Label(name=""TF 2.8"")]"
56481,Wrong is_gpu flag computation in graph_memory.cc,2022-06-16 14:45:48+00:00,,2,0,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:core""), Label(name=""TF 2.9"")]"
56474,Tensorflow precompiled AOT XLA compiler.,2022-06-15 17:57:35+00:00,,1,6,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:feature""), Label(name=""comp:runtime"")]"
56469,Tensorflow Gfile raises wrong error when trying to delete non existing file on HDFS,2022-06-15 15:05:39+00:00,,1,3,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:ops""), Label(name=""TF 2.5"")]"
56698,"InactiveRpcError of RPC that terminated with: status = StatusCode.FAILED_PRECONDITION, details = ""Attempting to use uninitialized value dense_2/bias",2022-06-15 12:24:41+00:00,,1,14,"[Label(name=""type:bug""), Label(name=""comp:keras""), Label(name=""TF 2.8"")]"
56443,"Adding additional image color and packing conversions for row images in order to save effort, space and improve performance ",2022-06-13 15:44:57+00:00,,1,1,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:feature""), Label(name=""comp:apis"")]"
56434,Core Dump in model.save_weights() (ARM),2022-06-12 18:29:35+00:00,,2,14,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:micro""), Label(name=""TF 2.8"")]"
56423,Use of Keras `jit_compile` in a distribution strategy causes a `std::system_error`,2022-06-10 18:14:23+00:00,,1,17,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:dist-strat""), Label(name=""TF 2.9"")]"
56422,Issue on building tensorflow-2.9.0 on centos 7.3,2022-06-10 10:02:25+00:00,,1,11,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:build/install""), Label(name=""subtype:centos""), Label(name=""TF 2.9"")]"
56415,ForwardAccumulator: The dtype of the watched primal must be floating,2022-06-09 18:31:01+00:00,,1,3,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:others""), Label(name=""comp:ops""), Label(name=""TF 2.9"")]"
56412,tf.distribute.MultiWorkerMirroredStrategy documentation is vague for HPC clusters,2022-06-09 13:14:14+00:00,,1,3,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:feature""), Label(name=""comp:dist-strat""), Label(name=""type:docs-feature"")]"
56399,Warnings (or any stderr writes) cause Python configuration to fail,2022-06-08 06:38:39+00:00,,2,7,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:build/install""), Label(name=""subtype: ubuntu/linux""), Label(name=""TF 2.5"")]"
56386,tf.data Service Dispatcher/ Worker - how to shutdown/stop?,2022-06-07 12:42:43+00:00,,2,10,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:feature""), Label(name=""comp:data""), Label(name=""TF 2.8"")]"
56373,Locating the numpy include path can fail incorrectly,2022-06-06 17:55:03+00:00,,1,2,"[Label(name=""type:build/install""), Label(name=""subtype: ubuntu/linux""), Label(name=""awaiting PR merge"")]"
56370,tf.saved_model.save() excessive function tracing,2022-06-06 13:46:52+00:00,,2,6,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:performance""), Label(name=""comp:tf.function""), Label(name=""TF 2.8"")]"
56320,Unit test atrous_conv2d_test is flaky with oneDNN on AARCH64,2022-06-01 10:09:15+00:00,,1,1,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""subtype:bazel"")]"
56311,SAMPLED_ADDMM,2022-05-31 18:52:20+00:00,,1,5,"[Label(name=""stat:contribution welcome""), Label(name=""stat:awaiting tensorflower""), Label(name=""type:feature""), Label(name=""stale""), Label(name=""comp:apis""), Label(name=""comp:ops"")]"
56309,Add gdb to development docker?,2022-05-31 11:14:38+00:00,,1,2,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:feature""), Label(name=""type:build/install"")]"
56289,Issue created for Rollback of PR #55619: Use faster sort in TopK kernel when num_rows==1,2022-05-27 20:19:16+00:00,,2,6,[]
56283,The _get_tensor_details() method was crashed while trying to read a tflite model.,2022-05-27 05:45:17+00:00,,2,9,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:lite""), Label(name=""comp:runtime""), Label(name=""TF 2.11"")]"
56278,Create a rugged tensor in golang,2022-05-26 18:05:01+00:00,,1,2,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:feature""), Label(name=""comp:ops"")]"
56264,When we will  publish the  rnn_cell dynamic_rnn  lstm build method  in C api and Java api? eager to use,2022-05-26 04:27:39+00:00,,1,4,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:feature""), Label(name=""comp:apis"")]"
56259,HtoD copy not fully overlapping with he execute,2022-05-25 20:21:38+00:00,,1,2,"[Label(name=""stat:awaiting tensorflower""), Label(name=""comp:ops""), Label(name=""type:performance""), Label(name=""TF 2.9"")]"
56242,Model trains extremely slow after upgrade to tf 2.9,2022-05-24 11:43:32+00:00,,3,11,"[Label(name=""stat:awaiting tensorflower""), Label(name=""comp:keras""), Label(name=""type:performance""), Label(name=""TF 2.9"")]"
56238,BUG: Memory leak bugs due to returned new reference is not decreased on failure (static analyzer reports),2022-05-24 08:04:29+00:00,,2,2,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:core"")]"
56237,BUG: Memory leak due to returned new reference is not assigned (static analyzer report),2022-05-24 08:00:50+00:00,,2,2,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:core"")]"
56217,Multiple variable contraint,2022-05-23 08:40:50+00:00,,1,9,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:feature""), Label(name=""comp:ops"")]"
56177,Memory Leak with Tensorflow Experimental Save,2022-05-20 04:03:31+00:00,,2,7,"[Label(name=""stat:awaiting tensorflower""), Label(name=""comp:data""), Label(name=""type:performance""), Label(name=""TF 2.8"")]"
56094,'tf.FakeQuantWithMinMaxVarsPerChannel' op : illegal op still exists,2022-05-13 07:24:11+00:00,,1,4,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:ops""), Label(name=""TF 2.8"")]"
56089,[Autograph] Inconsistent behaviour with lambda variable in loop,2022-05-12 22:17:32+00:00,,1,23,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:autograph"")]"
56084,Reduce verbosity of certain log messages,2022-05-12 15:50:54+00:00,,2,3,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:feature""), Label(name=""comp:gpu"")]"
56079,Wrong prediction every time using the person detection model on ESP32-WROVER-IE board ,2022-05-12 11:01:27+00:00,,2,1,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:micro""), Label(name=""TF 2.8"")]"
56075,Converted tflite file is 30x the size of the original SavedModel,2022-05-11 21:50:35+00:00,,2,9,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:feature""), Label(name=""comp:lite""), Label(name=""TFLiteConverter""), Label(name=""TF 2.11"")]"
56026,NodeDefBuilder for custom OP  will report OpKernel for unknown op: UnwrapDatasetVariant,2022-05-09 12:27:12+00:00,,2,2,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:support""), Label(name=""comp:core""), Label(name=""2.6.0"")]"
55889,tf.data.Dataset.from_generator fails when Tensorflow is imported inside an Abseil app,2022-05-04 03:36:17+00:00,,1,4,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:data""), Label(name=""TF 2.8"")]"
55827,TF Windows CI test TIMEOUT error (intermittent) //py_test_dir/tensorflow/python/kernel_tests/nn_ops:xent_op_d9m_test_cpu TIMEOUT,2022-05-02 17:25:59+00:00,,0,2,"[Label(name=""type:build/install""), Label(name=""subtype:windows""), Label(name=""TF 2.9"")]"
55823,`Square` and `Sqrt` ops do not support complex values on GPU,2022-05-02 14:03:28+00:00,,2,3,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:feature""), Label(name=""comp:gpu""), Label(name=""TF 2.8"")]"
55816,Error when making directory to a google cloud storage bucket path,2022-04-30 19:01:09+00:00,,3,3,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:cloud""), Label(name=""TF 2.8"")]"
55815,tf.data batching slows down on Windows,2022-04-30 15:34:42+00:00,,2,5,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:data""), Label(name=""TF 2.8"")]"
55812,Value Assignment by specific indices error in Tensorflow (Assign values using mask),2022-04-30 12:39:08+00:00,,1,10,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:feature""), Label(name=""comp:ops"")]"
55789,tf.make_tensor_proto() does not respect byte order of numpy input array,2022-04-28 13:00:16+00:00,,1,4,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:ops""), Label(name=""TF 2.8"")]"
55750,Custom MLIR Tensorflow Pass,2022-04-26 05:22:35+00:00,,2,4,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:feature""), Label(name=""comp:ops"")]"
55682,XLA: softmax with numerically masked inputs does not match its non-XLA counterpart on CPU,2022-04-20 17:49:29+00:00,,2,3,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:xla""), Label(name=""TF 2.8"")]"
55675,[TRT] TF 2.8.0 EfficientDet D0 TRT conversion failed - Unable to save gradient functions,2022-04-20 04:41:51+00:00,,2,6,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:gpu:tensorrt""), Label(name=""TF 2.8"")]"
55669,"[TRT] TF 2.9.0-rc0 ssd_mobilenet_v2 TRT FP16 conversion failed. (-1,-1,-1,3), float32",2022-04-19 19:22:59+00:00,,2,5,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:gpu:tensorrt""), Label(name=""TF 2.9"")]"
55639,`tf.vectorized_maps` resolve fallbacks,2022-04-15 21:14:44+00:00,,1,32,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:feature""), Label(name=""comp:ops"")]"
55633,[XLA:GPU] Failed to determine best cudnn convolution algorithm,2022-04-15 00:15:40+00:00,,1,5,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:xla"")]"
55627,`tf.io.write_graph` fails to stip debug nodes,2022-04-14 18:58:22+00:00,,1,1,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:ops""), Label(name=""TF 2.8"")]"
55606,Some modification for tflite GPU delegate,2022-04-13 09:09:29+00:00,,2,7,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""TFLiteGpuDelegate""), Label(name=""TF 2.8"")]"
55604,Handle called_computation in AbslHashValue,2022-04-13 06:47:38+00:00,,2,0,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:feature""), Label(name=""comp:xla""), Label(name=""TF 2.8"")]"
55601,Allow different inputs choice to pad to bucket boundary in tf.data.Dataset.bucket_by_sequence_length,2022-04-13 05:21:39+00:00,,2,1,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:feature""), Label(name=""comp:data""), Label(name=""TF 2.8"")]"
55592,Unable to Get Metric Result Using Mixed Precision and Mirrored Strategy,2022-04-12 18:22:36+00:00,,1,13,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:dist-strat""), Label(name=""comp:keras""), Label(name=""TF 2.10"")]"
55546,TensorFlow Dataset has not correct shape,2022-04-08 05:27:10+00:00,,2,9,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:ops""), Label(name=""comp:data""), Label(name=""TF 2.8"")]"
55528,how to build v2.8.0 with verbs under centos7.8?,2022-04-07 09:05:23+00:00,,1,11,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:build/install""), Label(name=""subtype:centos""), Label(name=""TF 2.8"")]"
55520,Serialize TF graph after XLA compilation ,2022-04-06 21:51:32+00:00,,1,17,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:feature""), Label(name=""comp:ops""), Label(name=""comp:xla""), Label(name=""TF 2.8"")]"
55505,Build TF wheel in another project which depends on TF,2022-04-06 03:24:36+00:00,,1,27,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:build/install""), Label(name=""subtype:bazel""), Label(name=""TF 2.8"")]"
55497,TF loads/initializes DevicePlugins multiple times if there are symlinked paths in sys.path.,2022-04-05 11:27:04+00:00,,1,0,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:runtime""), Label(name=""2.6.0"")]"
55495,TfLiteGpuDelegateV2Create() causes segmentation fault with tflite-gpu2.8 on native side in Android,2022-04-05 09:31:06+00:00,,3,21,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""TFLiteGpuDelegate""), Label(name=""TF 2.8"")]"
55452,TensorRT conversion fails with 5D input data,2022-03-31 12:39:13+00:00,,2,2,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:gpu:tensorrt""), Label(name=""TF 2.8"")]"
55442,Pylint phantom checks,2022-03-30 22:33:28+00:00,,2,4,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:build/install"")]"
55441,[Saved Model] Loading Saved Model & GraphDef mostly doesn't respect device placement,2022-03-30 21:29:30+00:00,,2,4,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:apis"")]"
55436,TF 2.8.0 NNApi createInterpreter fails on Android API 32 devices,2022-03-30 17:22:24+00:00,,2,4,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""TFLiteNNAPIDelegate""), Label(name=""TF 2.8"")]"
55414,Known issues with new RUN_EAGER_OP_AS_FUNCTION feature,2022-03-28 23:18:59+00:00,,2,1,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:others""), Label(name=""comp:tf.function"")]"
55373,Failed to call tf.convert_to_tensor for a tf.RaggedTensor with a PlaceHolder value,2022-03-25 12:54:23+00:00,,1,1,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:ops""), Label(name=""TF 2.8"")]"
55371,Feature request: Add left_side flag and functionality to tf.linalg.triangular_solve,2022-03-25 05:26:32+00:00,,2,4,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:feature""), Label(name=""comp:xla"")]"
55334,Cannot predict or serialize model that performs tf.image.resize after decoding image bytearray.,2022-03-22 18:04:25+00:00,,1,4,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:ops""), Label(name=""TF 2.8"")]"
55331,XNNPack delegate subgraph creation in TensorFlow Lite non-deterministically crashes when initializing tensors,2022-03-22 16:54:59+00:00,,2,1,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:lite-xnnpack""), Label(name=""TF 2.8""), Label(name=""awaiting PR merge"")]"
55328,tf.nn.ctc_loss behaviour changes depending on whether dense or sparse labels are provided,2022-03-22 14:31:39+00:00,,1,6,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:ops""), Label(name=""TF 2.8"")]"
55304,`tf.recompute_grad` completely broken inside graph loop with big tensors,2022-03-20 19:36:21+00:00,,1,1,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:ops""), Label(name=""TF 2.8"")]"
55296,Upstream Gradient of variables in tf.custom_gradient is (unexpectedly and seemingly generally) zero,2022-03-19 11:51:51+00:00,,1,3,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:feature""), Label(name=""comp:ops""), Label(name=""TF 2.8"")]"
55243,tf.random.poisson hangs on nan input,2022-03-15 17:10:52+00:00,,1,1,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:ops""), Label(name=""TF 2.9"")]"
55237,`tf.strided_slice()` option for `inclusive_end`,2022-03-15 12:52:24+00:00,,1,3,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:feature""), Label(name=""comp:ops"")]"
55226,Tracker for TensorFlow-DirectML,2022-03-14 16:28:25+00:00,,1,25,"[Label(name=""type:others"")]"
55217,`tf.experimental.numpy.stack` should check out-of-bound `axis` ,2022-03-13 22:14:42+00:00,,1,1,"[Label(name=""awaiting review""), Label(name=""type:bug""), Label(name=""comp:ops""), Label(name=""TF 2.11"")]"
55207,Is tf2xla  used even when jit_compile=False,2022-03-11 18:04:35+00:00,,2,18,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:support""), Label(name=""comp:xla""), Label(name=""TF 2.8"")]"
55203,`tf.gather_nd` and `tf.gather` have inconsistent type check for `batch_dims`,2022-03-11 16:24:17+00:00,,1,1,"[Label(name=""type:bug""), Label(name=""comp:ops""), Label(name=""TF 2.8""), Label(name=""awaiting PR merge"")]"
55201,Encounter Abort(core dump) in ClipOpsTest when changing shapes,2022-03-11 14:24:10+00:00,,1,6,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:ops"")]"
55194,XLA support for ImageProjectiveTransformV3,2022-03-10 17:14:17+00:00,,3,7,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:feature""), Label(name=""comp:xla"")]"
55184,Tensor evaluating to None,2022-03-10 01:18:24+00:00,,2,2,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:feature""), Label(name=""comp:data"")]"
55181,Make computation of higher order gradients through apply_gradients possible,2022-03-09 12:05:35+00:00,,1,1,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:feature""), Label(name=""comp:eager""), Label(name=""comp:ops"")]"
55138,tf.image.adjust_jpeg_quality gives unexpected result,2022-03-08 12:20:50+00:00,,1,5,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:ops""), Label(name=""TF 2.9"")]"
55132,CVE-2022-23593 and CVE-2022-23592 are reported incorrectly for TensorFlow 2.7.1,2022-03-08 10:56:11+00:00,,1,20,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:bug""), Label(name=""comp:core""), Label(name=""TF 2.7"")]"
55118,Support pad_sequences in Autograph,2022-03-08 02:28:37+00:00,,1,4,"[Label(name=""stat:awaiting tensorflower""), Label(name=""type:feature""), Label(name=""comp:tf.function""), Label(name=""TF 2.8"")]"
