Issue Number,Issue Title,Time created,Time closed,Number of Assignees,Number of Comments,Tags,Final_Is_Bug
69831,Incorrect error for integer `out=` dtypes when a float is expected. triaged module: type promotion module: structured kernels,2021-12-13 12:26:06+00:00,,0,1,triaged module: type promotion module: structured kernels,True
69830,Conversion error from pytorch model to libtorch model oncall: jit Stale,2021-12-13 12:25:10+00:00,,0,4,oncall: jit Stale,True
69822,Implement torch.*_like tensor creation functions on sparse inputs module: sparse feature triaged module: tensor creation,2021-12-13 08:41:28+00:00,,0,13,module: sparse feature triaged module: tensor creation,True
69814,JIT / TorchScript docs missing any mention of typing.cast oncall: jit Stale,2021-12-12 16:36:22+00:00,,0,0,oncall: jit Stale,False
69804,typing error in the signatures of `torch.unbind` when getting them using `torch.fx`. triaged module: fx,2021-12-11 15:00:06+00:00,,0,0,triaged module: fx,True
69803,torchrl feature triaged,2021-12-11 12:12:15+00:00,,0,2,feature triaged,False
69801,"Dropout2d doesn't drop channels for (C, H, W) high priority module: nn triaged module: correctness (silent)",2021-12-11 01:59:55+00:00,,1,5,high priority module: nn triaged module: correctness (silent),True
69800,Incomplete error message at tensor indexing (when indexing with set) module: error checking triaged Stale,2021-12-11 01:01:43+00:00,,0,0,module: error checking triaged Stale,True
69794,torch.optim.lr_scheduler.SequentialLR.get_last_lr() does not work triaged module: LrScheduler,2021-12-10 22:32:53+00:00,,0,4,triaged module: LrScheduler,True
69786,Implement aten::equal for sparse tensors module: sparse triaged Stale,2021-12-10 19:51:59+00:00,,0,6,module: sparse triaged Stale,True
69782,Torch Profiler does not count FLOPs for backward pass  oncall: profiler,2021-12-10 19:23:53+00:00,,0,6,oncall: profiler,False
69772,RuntimeError: t == DeviceType::CUDAINTERNAL ASSERT FAILED when trying to calculate gradients module: cuda triaged,2021-12-10 18:05:04+00:00,,0,3,module: cuda triaged,True
69757,[Feature request] nn.Model API: Standard model interface module: nn triaged needs research,2021-12-10 13:32:23+00:00,,0,1,module: nn triaged needs research,True
69756,Introduction of nn.LazyRNNs module: nn module: rnn triaged enhancement Stale,2021-12-10 13:25:18+00:00,,0,0,module: nn module: rnn triaged enhancement Stale,True
69753,last_epoch parameter of CyclicLR and OneCycleLR is not the number of epochs module: optimizer triaged Stale module: LrScheduler,2021-12-10 11:05:54+00:00,,0,0,module: optimizer triaged Stale module: LrScheduler,True
69744,Add ability to ignore arguments/outputs in `torch.autograd.functional.jacobian` module: autograd triaged enhancement Stale,2021-12-10 02:18:05+00:00,,0,0,module: autograd triaged enhancement Stale,True
69741,JIT: Support for `torch.autograd.functional.jacobian` in TorchScript oncall: jit Stale,2021-12-10 02:02:42+00:00,,0,14,oncall: jit Stale,False
69721,Alternative to keras StringLookup in Pytorch feature module: nn triaged,2021-12-09 22:01:15+00:00,,0,3,feature module: nn triaged,False
69714,Possibly out of date error in autograd codegen module: autograd triaged Stale,2021-12-09 20:24:31+00:00,,0,2,module: autograd triaged Stale,True
69689,[bug] the LTS torch==1.8.2 pip package is incomplete module: cuda triaged Stale module: lts,2021-12-09 17:35:33+00:00,,0,5,module: cuda triaged Stale module: lts,True
69688,`torch.cuda.set_per_process_memory_fraction()` does not perform VRAM isolation module: docs module: cuda module: memory usage triaged,2021-12-09 16:54:34+00:00,,0,1,module: docs module: cuda module: memory usage triaged,True
69687,Performance improvement in Autograd Forward AD using ZeroTensors module: performance module: autograd triaged actionable module: forward ad,2021-12-09 16:37:06+00:00,,0,0,module: performance module: autograd triaged actionable module: forward ad,True
69685,Wrong PyTorch version in Docker image triaged module: docker Stale,2021-12-09 16:08:26+00:00,,0,1,triaged module: docker Stale,True
69676,"[LazyTensor] model after to(device), traced IR changed and lose type info triaged lazy Stale",2021-12-09 11:04:21+00:00,,0,0,triaged lazy Stale,True
69665,No dtype check for zero sparse tensor! module: sparse triaged Stale,2021-12-09 06:19:28+00:00,,0,4,module: sparse triaged Stale,True
69663,"After updated to pytorch1.10.0 cuda11.1, NCCL is not available oncall: distributed triaged Stale",2021-12-09 03:53:39+00:00,,0,1,oncall: distributed triaged Stale,True
69659,DISABLED test_fs_pool (__main__.TestMultiprocessing) high priority triage review module: multiprocessing module: flaky-tests skipped,2021-12-09 03:13:12+00:00,,0,17,high priority triage review module: multiprocessing module: flaky-tests skipped,False
69654,Fused AlphaFold 2 modules feature triaged,2021-12-09 01:04:14+00:00,,0,6,feature triaged,True
69627,c2r fft input generation module: tests triaged module: fft,2021-12-08 19:34:13+00:00,,0,3,module: tests triaged module: fft,True
69616,Multi-GPU training stuck when using grad scaler oncall: distributed module: cuda module: amp (automated mixed precision) Stale,2021-12-08 17:59:32+00:00,,0,4,oncall: distributed module: cuda module: amp (automated mixed precision) Stale,True
69611,_pickle.UnpicklingError: pickle data was truncated - Windows multiprocessing during training module: windows module: multiprocessing module: dataloader module: serialization triaged,2021-12-08 15:15:15+00:00,,0,5,module: windows module: multiprocessing module: dataloader module: serialization triaged,True
69610,[Question] How to extract/expose the complete PyTorch computation graph (forward and backward)? module: autograd triaged oncall: visualization,2021-12-08 14:37:00+00:00,,0,12,module: autograd triaged oncall: visualization,True
69609,[mobile_optimizer] RuntimeError: We don't have an op for metal_prepack::conv2d_prepack oncall: mobile Stale,2021-12-08 13:36:18+00:00,,0,5,oncall: mobile Stale,False
69608,Optimize For Inference - add warning/error upon serialization oncall: jit,2021-12-08 13:02:54+00:00,,0,1,oncall: jit,False
69594,RuntimeError: Operation not supported   oncall: distributed module: c10d Stale,2021-12-08 04:02:14+00:00,,0,2,oncall: distributed module: c10d Stale,False
69591,Make DDP + Zero have the same communication volume as regular DDP oncall: distributed module: ddp Stale,2021-12-08 02:26:46+00:00,,0,3,oncall: distributed module: ddp Stale,True
69577,[subgraph_rewriter] Add match_filter for the matches triaged Stale module: fx,2021-12-07 23:54:05+00:00,,1,1,triaged Stale module: fx,True
69563,[Distributed Tests] Print stacktraces of all processes when one fails oncall: distributed better-engineering Stale,2021-12-07 21:48:00+00:00,,0,0,oncall: distributed better-engineering Stale,True
69538,cuSOLVER backend for Sparse CSR direct linear solvers module: sparse module: cuda triaged module: linear algebra,2021-12-07 17:01:58+00:00,,0,8,module: sparse module: cuda triaged module: linear algebra,True
69532,[feature request] A rank-revealing SVD for better stability in backward. module: numerical-stability feature module: autograd triaged module: linear algebra,2021-12-07 15:55:22+00:00,,1,0,module: numerical-stability feature module: autograd triaged module: linear algebra,True
69531,"`(svd|pca)_lowrank`: backward is unstable when for a matrix `A`, the parameter `q` is set to a value `q > rank(A)`. module: numerical-stability module: autograd triaged module: linear algebra Stale",2021-12-07 15:33:29+00:00,,0,6,module: numerical-stability module: autograd triaged module: linear algebra Stale,True
69530,Extend composite compliant testing to backward formulas triaged Stale module: __torch_dispatch__,2021-12-07 14:38:55+00:00,,0,0,triaged Stale module: __torch_dispatch__,True
69524,[feature request] Accepting python scalar inputs for torch.minimum/torch.maximum and friends triaged module: distance functions,2021-12-07 11:44:32+00:00,,0,2,triaged module: distance functions,True
69522,PyTorch 1.9.1 incorrect result for all-reduce oncall: distributed,2021-12-07 10:26:03+00:00,,0,1,oncall: distributed,True
69520,race condition of agent's TCP store on exit_barrier() triaged Stale oncall: r2p,2021-12-07 09:39:19+00:00,,0,1,triaged Stale oncall: r2p,True
69519,Feature Request: CUDA torch.histogram (and histogramdd) module: bootcamp feature module: cuda triaged actionable module: sorting and selection,2021-12-07 09:06:54+00:00,,0,11,module: bootcamp feature module: cuda triaged actionable module: sorting and selection,True
69516,`torch.sparse.softmax` and `torch.sparse.log_softmax` do not support negative dim. module: sparse triaged Stale,2021-12-07 07:49:01+00:00,,0,2,module: sparse triaged Stale,True
69512,Inconsistent behavior of cosine_similarity between fp16 and fp32 inputs high priority module: numerical-stability triaged module: half module: distance functions,2021-12-07 05:47:48+00:00,,0,3,high priority module: numerical-stability triaged module: half module: distance functions,True
69506,[performance] a profiler util to show a rough break-down of the types of ops used by a model oncall: profiler Stale,2021-12-07 02:20:15+00:00,,0,1,oncall: profiler Stale,False
69505,"with the same environment ,pytorch 1.8 worked but 1.10 can't work module: binaries module: cuda triaged Stale module: wsl",2021-12-07 01:35:16+00:00,,0,2,module: binaries module: cuda triaged Stale module: wsl,True
69491,[RFC] Support MemoryView for Tensors module: internals feature module: cuda triaged module: numpy module: viewing and reshaping,2021-12-06 22:32:20+00:00,,0,6,module: internals feature module: cuda triaged module: numpy module: viewing and reshaping,True
69471,Include Declarations.yaml in Libtorch distributions module: cpp triaged module: codegen Stale,2021-12-06 19:19:15+00:00,,0,12,module: cpp triaged module: codegen Stale,True
69469,Distribution `covariance` property module: distributions triaged,2021-12-06 19:00:49+00:00,,0,0,module: distributions triaged,True
69467,Distribution `cross_entropy` method module: distributions triaged,2021-12-06 18:58:40+00:00,,0,1,module: distributions triaged,True
69453,Jacobian elliptic functions feature triaged module: special,2021-12-06 15:04:42+00:00,,0,1,feature triaged module: special,True
69452,Complete elliptic integral of the first kind feature triaged module: special,2021-12-06 15:01:42+00:00,,0,1,feature triaged module: special,True
69451,Exponentially scalable modified Bessel function of the second kind feature triaged module: special,2021-12-06 14:57:06+00:00,,0,1,feature triaged module: special,True
69448,RuntimeError: PyTorch convert function for op 'inverse' not implemented. needs reproduction triaged,2021-12-06 13:21:23+00:00,,0,1,needs reproduction triaged,False
69442,The formula for KL-divloss is wrong in the document module: docs module: nn triaged Stale,2021-12-06 07:58:24+00:00,,0,1,module: docs module: nn triaged Stale,True
69435,"torch.is_tensor(obj) doesn't work with JIT, despite the fact that isinstance(obj, Tensor) already works with JIT oncall: jit Stale",2021-12-05 19:52:10+00:00,,0,0,oncall: jit Stale,True
69434,"JIT RuntimeError:  'Union[Tensor, List[float], List[int]]' object is not subscriptable oncall: jit",2021-12-05 19:27:07+00:00,,1,4,oncall: jit,True
69433,`torch.transpose` should raise an error when indexing 0 for 0 dimensional tensor. triaged module: viewing and reshaping,2021-12-05 14:34:42+00:00,,0,4,triaged module: viewing and reshaping,True
69431,"[proposal] [util] torch.to(obj, device) supporting recursive lists/dicts/tuples of tensors probably by uplifting/promoting torch.distributed.utils._recursive_to triaged needs research function request",2021-12-05 13:46:06+00:00,,0,16,triaged needs research function request,False
69425,Integrate Libtorch into Unreal Engine 4: _ivalue_INTERNAL ASSERT FAILED oncall: jit Stale,2021-12-05 04:48:49+00:00,,0,5,oncall: jit Stale,True
69408,`torch.hstack` should raise an error when tensor is 0 dimensional module: docs triaged Stale,2021-12-04 02:04:13+00:00,,0,1,module: docs triaged Stale,True
69386,Port `normal` to structured kernel triaged module: structured kernels,2021-12-03 20:46:50+00:00,,0,15,triaged module: structured kernels,True
69364,"[feature request] quantized and low-level int8 operators (matmul, gemm etc) on CUDA + integrate LLM.int8 + integrate ZeroQuant? oncall: quantization module: cuda triaged",2021-12-03 13:09:26+00:00,,2,51,oncall: quantization module: cuda triaged,True
69363,"Citation request for ""probabilities for each class"" in the doc's description on cross-entropy module: docs module: nn triaged",2021-12-03 11:34:50+00:00,,0,2,module: docs module: nn triaged,False
69360,1.10.0 failed to build due to missing TensorBody.h module: build triaged Stale,2021-12-03 10:22:44+00:00,,0,3,module: build triaged Stale,True
69359,"[feature request] More masked reductions: amin/amax, argmin/argmax, quantile, mean/var/std/std_mean/var_mean module: sparse triaged module: masked operators",2021-12-03 10:19:09+00:00,,0,6,module: sparse triaged module: masked operators,True
69354,Missing instruction in recipe for Andoid/mobile interpreter oncall: mobile Stale,2021-12-03 08:10:27+00:00,,0,0,oncall: mobile Stale,False
69353,Pruning `torch.nn.MultiheadAttention` causes RuntimeError triaged oncall: transformer/mha module: pruning Stale,2021-12-03 08:04:23+00:00,,0,1,triaged oncall: transformer/mha module: pruning Stale,True
69352,I want to know how to read the LMDB file once when using DDP oncall: distributed module: dataloader,2021-12-03 07:34:16+00:00,,0,4,oncall: distributed module: dataloader,True
69348,`torch.sspaddmm` should broadcast the input tensor module: sparse triaged Stale,2021-12-03 06:55:32+00:00,,0,4,module: sparse triaged Stale,True
69347,Memory leak when moving tensors between Metal and CPU on iOS oncall: mobile,2021-12-03 05:04:04+00:00,,0,7,oncall: mobile,False
69325,`nn.functional.fractional_max_pool2d` and `nn.functional.fractional_max_pool3d` produce incorrect output on non-contiguous inputs module: nn triaged Stale,2021-12-02 22:31:31+00:00,,0,1,module: nn triaged Stale,True
69321,Poor Transformer inference scalability on CPU oncall: transformer/mha Stale,2021-12-02 21:53:44+00:00,,0,3,oncall: transformer/mha Stale,False
69320,[JIT] Break up JIT Opinfo Tests  oncall: jit better-engineering,2021-12-02 21:45:42+00:00,,0,0,oncall: jit better-engineering,True
69316,`torch.tensor` relies on implicit conversion being deprecated in Python 3.10 high priority triaged module: numpy module: tensor creation,2021-12-02 21:11:08+00:00,,1,1,high priority triaged module: numpy module: tensor creation,True
69308,Enable DDP checkpointing tests for Gloo backend oncall: distributed better-engineering module: ddp Stale,2021-12-02 20:32:30+00:00,,1,0,oncall: distributed better-engineering module: ddp Stale,True
69290,Deprecation warnings generated when including header files in C++17 code triaged module: build warnings Stale,2021-12-02 11:59:36+00:00,,0,0,triaged module: build warnings Stale,True
69288,Inplace and `out` variants for `positive` operator in PyTorch triaged module: ux Stale,2021-12-02 09:36:51+00:00,,0,1,triaged module: ux Stale,True
69287,`out=` variant for `conj` unary operator triaged module: complex Stale,2021-12-02 09:35:09+00:00,,0,3,triaged module: complex Stale,True
69286,"subprocess.CalledProcessError: Command '['cmake', '--build', '.', '--target', 'install', '--config', 'Release', '--', '-j', '32']' returned non-zero exit status 1. module: build triaged Stale",2021-12-02 09:22:09+00:00,,0,2,module: build triaged Stale,True
69281,Implement reparameterized sampling for LKJCholesky distribution w.r.t. concentration parameter module: distributions triaged Stale,2021-12-02 07:16:38+00:00,,1,1,module: distributions triaged Stale,True
69250,TorchScript incomptaible with non-persistent buffers oncall: jit Stale,2021-12-01 20:45:50+00:00,,0,0,oncall: jit Stale,False
69233,[ROCM] elementwise kernel launch module: rocm triaged Stale,2021-12-01 17:29:32+00:00,,0,0,module: rocm triaged Stale,True
69213,torch.stack should have a pin_memory parameter triaged module: memory format,2021-12-01 14:08:15+00:00,,0,1,triaged module: memory format,True
69207,Function(s) expecting a tuple argument don't accept generators module: nn triaged Stale,2021-12-01 11:22:01+00:00,,0,1,module: nn triaged Stale,True
69203,Error in SVD cusolver on Linux needs reproduction triaged module: linear algebra,2021-12-01 09:04:14+00:00,,0,19,needs reproduction triaged module: linear algebra,True
69202,CPU only mode with cudatoolkit 11.3 module: binaries triaged,2021-12-01 08:58:21+00:00,,0,2,module: binaries triaged,True
69199,Protocol buffers library mismatch. module: protobuf triaged module: tensorboard,2021-12-01 07:57:08+00:00,,0,2,module: protobuf triaged module: tensorboard,True
69197,RendezvousConnectionError when use C10d on multi nodes triaged oncall: r2p,2021-12-01 07:18:27+00:00,,0,3,triaged oncall: r2p,True
69179,DISABLED test_builtin_remote_message_dropped_timeout_to_self (__main__.FaultyFaultyAgentRpcTest) high priority triage review oncall: distributed module: flaky-tests module: rpc skipped,2021-12-01 00:06:15+00:00,,1,1,high priority triage review oncall: distributed module: flaky-tests module: rpc skipped,False
69178,DISABLED test_remote_timeout_to_here_in_jit (__main__.FaultyJitFaultyAgentRpcTest) high priority triage review oncall: distributed oncall: jit module: flaky-tests module: rpc skipped,2021-12-01 00:05:55+00:00,,1,1,high priority triage review oncall: distributed oncall: jit module: flaky-tests module: rpc skipped,True
69158,Fusing module with multiple hooks causes `RuntimeError: OrderedDict mutated during iteration` in fuse_known_modules oncall: quantization low priority triaged Stale,2021-11-30 21:08:10+00:00,,1,2,oncall: quantization low priority triaged Stale,True
69095,[FX] `concrete_args` with unpacking breaks `fx.Interpreter` triaged Stale module: fx,2021-11-30 18:23:09+00:00,,0,0,triaged Stale module: fx,True
69086,Confusing value of `TORCH_CUDA_ARCH_LIST` module: build triaged Stale,2021-11-30 17:01:06+00:00,,0,0,module: build triaged Stale,True
69084,Unicode Normalization with Torchscript oncall: jit Stale,2021-11-30 16:38:26+00:00,,0,0,oncall: jit Stale,False
69080,Generalized matmul feature triaged module: linear algebra,2021-11-30 15:45:45+00:00,,0,5,feature triaged module: linear algebra,True
69078,RuntimeError: Global alloc not supported yet in TorchScript oncall: jit,2021-11-30 15:14:05+00:00,,0,7,oncall: jit,False
69072,Libtorch dll versioning module: binaries triaged enhancement Stale,2021-11-30 11:10:44+00:00,,0,2,module: binaries triaged enhancement Stale,True
69063,make: Makefile: No such file or directory module: build triaged Stale,2021-11-30 03:05:03+00:00,,0,3,module: build triaged Stale,True
69033,Lazy Tensor Core Documentation Out-of-Date module: docs triaged module: xla module: lazy,2021-11-29 22:04:32+00:00,,0,24,module: docs triaged module: xla module: lazy,True
69031,DDP only syncs parameters used in most recent pass when `find_unused_parameters` is True. oncall: distributed better-engineering pt_distributed_rampup module: ddp Stale,2021-11-29 21:56:47+00:00,,1,5,oncall: distributed better-engineering pt_distributed_rampup module: ddp Stale,True
69025,[subgraph_rewriter] Support skipping matching for some ops triaged Stale module: fx,2021-11-29 20:53:56+00:00,,0,0,triaged Stale module: fx,False
69023,`TestProfilerCUDA. test_mem_leak` failing for CUDA 11.5 on Linux triage review module: performance module: cuda module: ci module: memory usage module: infra oncall: profiler,2021-11-29 20:27:56+00:00,,1,4,triage review module: performance module: cuda module: ci module: memory usage module: infra oncall: profiler,True
69013,libtorch_cuda links against wrong libnccl.so module: build module: abi triaged module: third_party Stale,2021-11-29 18:35:40+00:00,,0,0,module: build module: abi triaged module: third_party Stale,True
69009,Mamba does not respect `cpuonly` when creating a conda environment from YAML file oncall: releng triaged Stale,2021-11-29 17:54:10+00:00,,0,0,oncall: releng triaged Stale,True
69006,[JIT] allow `Optional[torch.Generator]` be tracable in Python oncall: jit,2021-11-29 17:31:45+00:00,,0,4,oncall: jit,False
68987,Operator is not supported in mobile module. oncall: mobile,2021-11-29 14:19:37+00:00,,0,2,oncall: mobile,False
68984,speed_benchmark_torch crashes when trying to run a model using Vulkan backend on Android oncall: mobile Stale,2021-11-29 12:21:55+00:00,,0,0,oncall: mobile Stale,False
68982,PyTorch installation doesn't work with Python 3.10.0  oncall: releng triaged,2021-11-29 12:01:21+00:00,,0,6,oncall: releng triaged,True
68979,Support for arbitrary schedulers in SequentialLR feature module: optimizer triaged module: LrScheduler,2021-11-29 09:10:11+00:00,,0,0,feature module: optimizer triaged module: LrScheduler,True
68978,SequentialLR cannot be used with ReduceLROnPlateau due to .step() not allowing for optional arguments module: optimizer triaged module: LrScheduler,2021-11-29 09:02:48+00:00,,0,7,module: optimizer triaged module: LrScheduler,True
68968,torch.jit.trace with pack_padded_sequence  cannot do dynamic batch oncall: jit Stale,2021-11-29 02:07:56+00:00,,0,0,oncall: jit Stale,False
68967,[feature request] torch.argminmax feature triaged,2021-11-28 22:33:07+00:00,,0,0,feature triaged,False
68966,`torch.ldexp` generated tests fail on call to `torch.mul` module: autograd triaged,2021-11-28 22:10:39+00:00,,0,1,module: autograd triaged,True
68961,Deterministic implementation for upsample_bilinear2d_backward_cuda feature module: cuda triaged module: determinism,2021-11-27 16:39:02+00:00,,0,3,feature module: cuda triaged module: determinism,True
68959,Deterministic implementation for grid_sampler_2d_backward_cuda feature module: cuda triaged module: determinism,2021-11-27 15:53:37+00:00,,0,1,feature module: cuda triaged module: determinism,True
68946,Strange ouput of torch.histc high priority triaged module: correctness (silent) module: sorting and selection,2021-11-26 19:11:27+00:00,,0,5,high priority triaged module: correctness (silent) module: sorting and selection,True
68944,Pytorch to ONNX model conversion module: onnx triaged,2021-11-26 13:26:15+00:00,,1,3,module: onnx triaged,False
68940,Breakpoint training in a Tensorboard log oncall: visualization Stale,2021-11-26 11:07:51+00:00,,0,0,oncall: visualization Stale,False
68935,repeat_interleave hangs in a forked subprocess module: multiprocessing triaged,2021-11-26 08:54:37+00:00,,0,0,module: multiprocessing triaged,True
68931,Dead lock happened ran pytorch 1.9.0 cuda11.2 on xeon gold 6326 cpu oncall: distributed triaged module: data parallel,2021-11-26 07:33:50+00:00,,0,1,oncall: distributed triaged module: data parallel,True
68927,Thank you for the diagnostic script. oncall: visualization,2021-11-26 04:16:14+00:00,,0,1,oncall: visualization,False
68925,How to implement `bucket_by_sequence_length` with IterableDataset and DataLoader module: dataloader triaged module: data,2021-11-26 03:06:17+00:00,,0,1,module: dataloader triaged module: data,True
68923,[cpp extension] making it possible to parallelize the building process module: build module: cpp-extensions module: ci triaged,2021-11-26 02:14:02+00:00,,0,0,module: build module: cpp-extensions module: ci triaged,True
68921,[Bug] forward function error occurs when the scriptmodule (made in Python) including the hook function is loaded from C++(Libtorch1.8.2) oncall: jit Stale,2021-11-26 01:52:51+00:00,,0,1,oncall: jit Stale,True
68920,Breakes with -OO flag in script needs reproduction triaged module: regression,2021-11-25 19:57:00+00:00,,0,4,needs reproduction triaged module: regression,True
68917,"Bugs related to NCCL on RTX 6000, code freezes with no output when using DistributedDataParallel  oncall: distributed module: ddp",2021-11-25 16:03:15+00:00,,0,0,oncall: distributed module: ddp,True
68916,Crash loading fairseq based model triaged module: hub,2021-11-25 14:27:32+00:00,,0,1,triaged module: hub,True
68909,Bug about Dropout CUDA Kernel module: nn module: cuda triaged,2021-11-25 07:50:43+00:00,,0,4,module: nn module: cuda triaged,True
68905,Shared `~/.cache/torch_extensions` needs to be pytorch version aware. module: cpp-extensions triaged enhancement,2021-11-25 02:18:38+00:00,,0,0,module: cpp-extensions triaged enhancement,False
68901,Python version is 3.7.11 in latest pytorch docker image oncall: releng triaged module: docker,2021-11-24 22:52:30+00:00,,0,3,oncall: releng triaged module: docker,True
68893,NCCL Network is unreachable / Connection refused when initializing DDP oncall: distributed module: nccl,2021-11-24 19:17:30+00:00,,0,3,oncall: distributed module: nccl,False
68892,fusion in fx graph mode did not take care of direct attribute access oncall: quantization low priority triaged,2021-11-24 18:46:56+00:00,,1,0,oncall: quantization low priority triaged,True
68880,Setting 'padding' to a string will fail exporting Conv2d operator to ONNX. module: onnx triaged onnx-triaged,2021-11-24 16:03:07+00:00,,0,9,module: onnx triaged onnx-triaged,True
68879,Stop gradient option for padding module: autograd module: nn triaged enhancement needs research Stale,2021-11-24 15:32:40+00:00,,0,2,module: autograd module: nn triaged enhancement needs research Stale,True
68871,[LibTorch-Lite] Add a custom flag to build LibTorch-Lite with LAPACK included enhancement oncall: mobile module: ios,2021-11-24 09:45:55+00:00,,0,5,enhancement oncall: mobile module: ios,False
68866,wait() does not block the default stream for NCCL's asynchronous P2P operations oncall: distributed module: nccl,2021-11-24 08:26:05+00:00,,0,3,oncall: distributed module: nccl,False
68864,Incorrect accuracy  pytorch(1.0.1) and libtorch   because of nn.LSTM needs reproduction triaged,2021-11-24 07:32:45+00:00,,0,5,needs reproduction triaged,True
68862,find_unused_parameters of DDP oncall: distributed module: ddp,2021-11-24 06:52:29+00:00,,0,0,oncall: distributed module: ddp,False
68861,[In Gunicorn & multiprocessing environment] Cannot re-initialize CUDA in forked subprocess module: multiprocessing triaged Stale,2021-11-24 06:19:27+00:00,,0,4,module: multiprocessing triaged Stale,True
68809,torch.profiler.profile().export_stacks() never finishes. oncall: profiler Stale,2021-11-23 10:40:25+00:00,,0,5,oncall: profiler Stale,False
68803,[DDP] Verify ignored parameter names in debug mode during init oncall: distributed triaged better-engineering module: c10d Stale,2021-11-23 09:03:50+00:00,,0,0,oncall: distributed triaged better-engineering module: c10d Stale,True
68800,[1.10 regression][jit][cuda fuse] cat codegen wrong var name oncall: jit Stale,2021-11-23 06:27:20+00:00,,0,2,oncall: jit Stale,True
68798,Clarify variables of BatchNorm*d functions module: docs module: nn triaged needs research module: norms and normalization Stale,2021-11-23 04:12:45+00:00,,0,1,module: docs module: nn triaged needs research module: norms and normalization Stale,True
68789,[FSDP] Wrap API improvements triaged module: fsdp,2021-11-23 01:33:41+00:00,,1,0,triaged module: fsdp,True
68785,[elastic/distributed] API to retrieve consolidated worker information oncall: distributed better-engineering pt_distributed_rampup oncall: r2p,2021-11-23 00:36:13+00:00,,0,2,oncall: distributed better-engineering pt_distributed_rampup oncall: r2p,False
68781,[docs] Clarify DDP activation checkpointing support oncall: distributed module: docs triaged better-engineering pt_distributed_rampup module: ddp Stale,2021-11-22 23:30:15+00:00,,0,1,oncall: distributed module: docs triaged better-engineering pt_distributed_rampup module: ddp Stale,True
68780,Incorrect documentation for `BCEWithLogitsLoss` `weight`? module: docs module: nn triaged Stale,2021-11-22 23:23:39+00:00,,0,0,module: docs module: nn triaged Stale,True
68768,[feature request] making pytorch less noisy  high priority module: cpp-extensions feature triaged needs design module: ux,2021-11-22 21:15:21+00:00,,1,10,high priority module: cpp-extensions feature triaged needs design module: ux,True
68759,`test_variant_consistency_jit` errors for `torch.nn.functional.prelu` oncall: jit Stale,2021-11-22 20:36:16+00:00,,0,0,oncall: jit Stale,False
68752,`softmin` and `softmax` operators support different input dtypes based on whether the `dtype` kwarg is passed module: nn triaged module: ux,2021-11-22 19:37:52+00:00,,0,3,module: nn triaged module: ux,True
68746,Add kl_divergence between Normal and Laplace distribution. module: distributions triaged enhancement Stale,2021-11-22 18:38:42+00:00,,0,0,module: distributions triaged enhancement Stale,True
68742,RFC: Deprecate Bottleneck high priority triage review module: performance module: cpu module: deprecation oncall: profiler Stale,2021-11-22 18:22:14+00:00,,0,5,high priority triage review module: performance module: cpu module: deprecation oncall: profiler Stale,True
68734,SequentialLR object has no attribute '_last_lr' module: optimizer triaged module: LrScheduler,2021-11-22 16:30:51+00:00,,0,1,module: optimizer triaged module: LrScheduler,True
68726,Failed to create Gloo new group after initialized with NCCL oncall: distributed module: nccl,2021-11-22 10:20:41+00:00,,0,8,oncall: distributed module: nccl,False
68712,torch.utils.data.Sampler is not recognized as a collections.abc.Sized module: dataloader module: typing triaged Stale,2021-11-21 21:15:07+00:00,,0,3,module: dataloader module: typing triaged Stale,True
68703,Feature request: Extend `torch.eye` for creating a batch of eye matrices  feature triaged module: tensor creation,2021-11-21 13:25:55+00:00,,0,3,feature triaged module: tensor creation,True
68701,Tensor precision manifests differently between CPU and GPU. module: numerical-stability module: cuda triaged module: arm Stale module: jetson,2021-11-21 11:46:52+00:00,,0,5,module: numerical-stability module: cuda triaged module: arm Stale module: jetson,True
68699,Transpose of a sparse tensor is not a view operation module: sparse module: autograd triaged needs design module: viewing and reshaping Stale,2021-11-21 10:11:52+00:00,,0,6,module: sparse module: autograd triaged needs design module: viewing and reshaping Stale,True
68696,Is it possible to use torch.linalg.cholesky for cholesky decomposition of a huge matrix that doesn't fit in memory? triaged module: linear algebra Stale,2021-11-20 23:33:34+00:00,,0,3,triaged module: linear algebra Stale,True
68655,[ux] F.binary_cross_entropy (and maybe other losses) to auto-cast bool category mask to float module: nn triaged enhancement module: ux Stale,2021-11-19 18:11:39+00:00,,0,3,module: nn triaged enhancement module: ux Stale,True
68648,[feature request] Sticky/force regime of train/eval modes module: nn triaged enhancement needs research module: ux,2021-11-19 15:52:09+00:00,,0,1,module: nn triaged enhancement needs research module: ux,True
68643,DISABLED test_ind_worker_queue (__main__.TestIndividualWorkerQueue) high priority module: dataloader triaged module: macos skipped,2021-11-19 14:16:46+00:00,,0,11,high priority module: dataloader triaged module: macos skipped,True
68638,ONNX export support for quantize_fx module: onnx triaged Stale onnx-triaged,2021-11-19 08:58:01+00:00,,0,6,module: onnx triaged Stale onnx-triaged,False
68626,`jit.script` doesn't support `device(type='cuda')` oncall: jit,2021-11-19 01:54:08+00:00,,0,1,oncall: jit,False
68622,"torch.{tensor, Tensor, LongTensor, ...} isn't captured under `enable_python_mode()` triaged module: __torch_dispatch__",2021-11-19 00:41:42+00:00,,0,2,triaged module: __torch_dispatch__,True
