function_name,param_names,param_types,is_optional,return_type,documentation_length
tf.contrib.distributions.bijectors.Ordered,"['x', 'name']","['evaluation', 'name']","[False, False]",None,1303
tf.contrib.distributions.bijectors.TransformDiagonal,"['diag_bijector', 'validate_args', 'name']","['bijector', 'arguments', 'name']","[False, False, False]",None,1210
tf.contrib.distributions.bijectors.AffineScalar,"['shift', 'scale', 'validate_args', 'name']","['None', 'None', 'arguments', 'name']","[False, False, False, False]",None,1343
tf.contrib.distributions.bijectors.RealNVP,"['num_masked', 'shift_and_log_scale_fn', 'validate_args', 'name']","['base', 'None', 'arguments', 'name']","[False, False, False, False]",None,2261
tf.contrib.distributions.bijectors.Gumbel,"['loc', 'scale', 'validate_args', 'name']","['exp', 'exp', 'arguments', 'name']","[False, False, False, False]",None,1393
tf.contrib.distributions.bijectors.Softsign,"['x', 'name']","['evaluation', 'name']","[False, False]",None,1231
tf.contrib.distributions.bijectors.MaskedAutoregressiveFlow,"['shift_and_log_scale_fn', 'validate_args', 'unroll_loop', 'name']","['None', 'arguments', '_forward', 'name']","[False, False, False, False]",None,2605
tf.contrib.distributions.bijectors.CholeskyOuterProduct,"['validate_args', 'name']","['arguments', 'name']","[False, False]",None,1535
tf.contrib.distributions.bijectors.Inline,"['forward_fn', 'inverse_fn', 'inverse_log_det_jacobian_fn', 'forward_log_det_jacobian_fn', 'is_constant_jacobian', 'validate_args', 'forward_min_event_ndims', 'inverse_min_event_ndims', 'name']","['forward', 'python', 'jacobian', 'jacobian', 'arguments', 'arguments', 'bijector', 'bijector', 'name']","[False, False, False, False, False, False, False, False, False]",None,1410
tf.contrib.distributions.bijectors.Chain,"['bijectors', 'validate_args']","['bijector', 'arguments']","[False, False]",None,1361
tf.contrib.distributions.bijectors.real_nvp_default_template,[],[],[],al,422
tf.contrib.distributions.bijectors.SoftmaxCentered,"['x', 'name']","['evaluation', 'name']","[False, False]",None,1327
tf.contrib.distributions.bijectors.Invert,"['bijector', 'validate_args', 'name']","['bijector', 'arguments', 'name']","[False, False, False]",None,1252
tf.contrib.distributions.bijectors.Sigmoid,"['x', 'name']","['evaluation', 'name']","[False, False]",None,1110
tf.contrib.distributions.bijectors.SinhArcsinh,"['skewness', 'tailweight', 'validate_args', 'name']","['default', 'default', 'arguments', 'name']","[False, False, False, False]",None,1542
tf.contrib.distributions.bijectors.Reshape,"['event_shape_out', 'event_shape_in', 'validate_args', 'name']","['event', 'default', 'arguments', 'name']","[False, True, False, False]",None,1546
tf.contrib.distributions.bijectors.Square,"['validate_args', 'name']","['arguments', 'name']","[False, False]",None,1272
tf.contrib.distributions.bijectors.PowerTransform,"['power', 'validate_args', 'name']","['float', 'arguments', 'name']","[False, False, False]",None,1286
tf.contrib.distributions.bijectors.Softplus,"['x', 'name']","['evaluation', 'name']","[False, False]",None,1523
tf.contrib.distributions.bijectors.Kumaraswamy,"['concentration1', 'concentration0', 'validate_args', 'name']","['float', 'float', 'arguments', 'name']","[False, False, False, False]",None,1441
tf.contrib.distributions.bijectors.masked_autoregressive_default_template,"['activation', 'args', 'kwargs']","['None', 'arguments', 'arguments']","[False, False, False]",al,763
tf.contrib.distributions.bijectors.Permute,"['permutation', 'validate_args', 'name']","['dimension', 'arguments', 'name']","[False, False, False]",None,1441
tf.contrib.distributions.bijectors.FillTriangular,"['upper', 'validate_args', 'name']","['bool', 'arguments', 'name']","[False, False, False]",None,1355
tf.contrib.distributions.bijectors.Identity,"['x', 'name']","['evaluation', 'name']","[False, False]",None,1179
tf.contrib.distributions.bijectors.ConditionalBijector,"['graph_parents', 'is_constant_jacobian', 'validate_args', 'dtype', 'forward_min_event_ndims', 'inverse_min_event_ndims', 'name']","['bijector', 'bool', 'asserts', 'None', 'dimensions', 'default', 'initializer']","[False, False, False, False, False, False, False]",None,756
tf.contrib.distributions.bijectors.AffineLinearOperator,"['shift', 'scale', 'validate_args', 'name']","['floatingpoint', 'batch', 'arguments', 'name']","[False, False, False, False]",None,1700
tf.contrib.rnn.best_effort_input_batch_size,['flat_input'],['batch'],[False],None,95
tf.contrib.rnn.CoupledInputForgetGateLSTMCell,"['num_units', 'use_peepholes', 'initializer', 'num_proj', 'proj_clip', 'num_unit_shards', 'num_proj_shards', 'forget_bias', 'state_is_tuple', 'activation', 'reuse', 'layer_norm', 'norm_gain', 'norm_shift']","['cell', 'bool', 'initializer', 'None', 'float', 'matrix', 'matrix', 'beginning', 'axis', 'activation', 'error', 'layer', 'float', 'float']","[False, False, True, True, True, False, False, False, False, False, True, False, False, False]",None,849
tf.contrib.rnn.SRUCell,"['num_units', 'reuse', 'name', 'kwargs']","['cell', 'error', 'cases', 'additional']","[False, True, True, False]",None,476
tf.contrib.rnn.EmbeddingWrapper,"['cell', 'embedding_classes', 'embedding_size', 'initializer', 'reuse']","['embedding', 'int', 'int', 'None', 'error']","[False, False, False, False, True]",None,440
tf.contrib.rnn.InputProjectionWrapper,"['cell', 'num_proj', 'activation', 'input_size', 'reuse']","['inputs', 'dimension', 'activation', 'None', 'error']","[False, False, True, False, True]",None,405
tf.contrib.rnn.AttentionCellWrapper,"['cell', 'attn_length', 'attn_size', 'attn_vec_size', 'input_size', 'state_is_tuple', 'reuse']","['attention', 'attention', 'attention', 'attention', 'tensor', 'axis', 'error']","[False, False, False, False, False, False, True]",None,501
tf.contrib.rnn.GRUBlockCellV2,"['num_units', 'cell_size', 'reuse', 'name']","['cell', 'int', 'bool', 'cases']","[False, False, True, False]",None,456
tf.contrib.rnn.LayerNormBasicLSTMCell,"['num_units', 'forget_bias', 'input_size', 'activation', 'layer_norm', 'norm_gain', 'norm_shift', 'dropout_keep_prob', 'dropout_prob_seed', 'reuse']","['cell', 'float', 'None', 'activation', 'layer', 'float', 'float', 'float', 'int', 'error']","[False, False, False, False, False, False, False, False, True, True]",None,582
tf.contrib.rnn.Conv1DLSTMCell,"['batch_size', 'dtype']","['float', 'data']","[False, False]",None,281
tf.contrib.rnn.NASCell,"['num_units', 'num_proj', 'use_bias', 'reuse', 'kwargs']","['cell', 'None', 'biases', 'error', 'additional']","[False, True, True, True, False]",None,431
tf.contrib.rnn.TimeFreqLSTMCell,"['num_units', 'use_peepholes', 'cell_clip', 'initializer', 'num_unit_shards', 'forget_bias', 'feature_size', 'frequency_skip', 'reuse']","['cell', 'bool', 'float', 'initializer', 'int', 'float', 'input', 'amount', 'error']","[False, False, True, True, False, False, False, False, True]",None,535
tf.contrib.rnn.LSTMBlockCell,"['num_units', 'forget_bias', 'cell_clip', 'use_peephole', 'dtype', 'reuse', 'name']","['cell', 'float', 'float', 'connections', 'default', 'bool', 'cases']","[False, False, True, False, False, True, False]",None,540
tf.contrib.rnn.GRUBlockCell,"['num_units', 'cell_size', 'reuse', 'name']","['cell', 'int', 'bool', 'cases']","[False, False, True, False]",None,584
tf.contrib.rnn.GridLSTMCell,"['num_units', 'use_peepholes', 'share_time_frequency_weights', 'cell_clip', 'initializer', 'num_unit_shards', 'forget_bias', 'feature_size', 'frequency_skip', 'num_frequency_blocks', 'start_freqindex_list', 'end_freqindex_list', 'couple_input_forget_gates', 'state_is_tuple', 'reuse']","['cell', 'bool', 'bool', 'float', 'None', 'default', 'float', 'None', 'None', 'blocks', 'None', 'None', 'bool', 'axis', 'error']","[False, True, True, True, True, True, True, True, True, False, True, True, True, False, True]",None,822
tf.contrib.rnn.IndyGRUCell,"['num_units', 'reuse', 'kernel_initializer', 'bias_initializer', 'name', 'dtype']","['cell', 'error', 'initializer', 'bias', 'cases', 'None']","[False, True, True, True, False, False]",None,687
tf.contrib.rnn.Conv2DLSTMCell,"['batch_size', 'dtype']","['float', 'data']","[False, False]",None,281
tf.contrib.rnn.LSTMBlockFusedCell,"['num_units', 'forget_bias', 'cell_clip', 'use_peephole', 'reuse', 'dtype', 'name']","['cell', 'float', 'cell', 'connections', 'bool', 'dtype', 'cases']","[False, False, False, False, True, False, False]",None,361
tf.contrib.rnn.stack_bidirectional_rnn,"['cells_fw', 'cells_bw', 'inputs', 'initial_states_fw', 'initial_states_bw', 'dtype', 'sequence_length', 'scope']","['direction', 'direction', 'tensor', 'tensor', 'cells_bw', 'data', 'batch_size', 'None']","[False, False, False, True, True, True, True, False]",None,415
tf.contrib.rnn.IndyLSTMCell,"['num_units', 'forget_bias', 'reuse', 'kernel_initializer', 'bias_initializer', 'name', 'dtype']","['cell', 'float', 'error', 'initializer', 'bias', 'cases', 'None']","[False, False, True, True, True, False, False]",None,790
tf.contrib.rnn.ConvLSTMCell,"['conv_ndims', 'input_shape', 'output_channels', 'kernel_shape', 'use_bias', 'forget_bias', 'initializers', 'name']","['convolution', 'batch', 'channels', 'int', 'bias', 'bias', 'None', 'module']","[False, False, False, False, False, False, False, False]",None,427
tf.contrib.rnn.TimeReversedFusedRNN,"['inputs', 'initial_state', 'dtype', 'sequence_length', 'scope']","['tensor', 'tensor', 'data', 'tensor', 'class']","[False, False, False, False, False]",None,378
tf.contrib.rnn.UGRNNCell,"['num_units', 'initializer', 'forget_bias', 'activation', 'reuse']","['cell', 'initializer', 'float', 'activation', 'error']","[False, True, True, True, True]",None,489
tf.contrib.rnn.PhasedLSTMCell,"['num_units', 'use_peepholes', 'leak', 'ratio_on', 'trainable_ratio_on', 'period_init_max', 'reuse']","['cell', 'bool', 'float', 'float', 'bool', 'float', 'error']","[False, False, False, False, False, False, True]",None,502
tf.contrib.rnn.GLSTMCell,"['num_units', 'initializer', 'num_proj', 'number_of_groups', 'forget_bias', 'activation', 'reuse']","['cell', 'initializer', 'None', 'cell', 'beginning', 'activation', 'error']","[False, True, True, True, False, False, True]",None,609
tf.contrib.rnn.HighwayWrapper,"['cell', 'couple_carry_transform_gates', 'carry_bias_init']","['instance', 'bool', 'float']","[False, False, False]",None,347
tf.contrib.rnn.CompiledWrapper,['cell'],['instance'],[False],None,286
tf.contrib.rnn.Conv3DLSTMCell,"['batch_size', 'dtype']","['float', 'data']","[False, False]",None,281
tf.contrib.rnn.FusedRNNCell,"['inputs', 'initial_state', 'dtype', 'sequence_length', 'scope']","['tensor', 'tensor', 'data', 'tensor', 'class']","[False, False, False, False, False]",None,368
tf.contrib.rnn.transpose_batch_time,['x'],['tensor'],[False],None,70
tf.contrib.rnn.IndRNNCell,"['num_units', 'reuse', 'name', 'dtype']","['cell', 'error', 'cases', 'None']","[False, True, False, False]",None,406
tf.contrib.rnn.OutputProjectionWrapper,"['cell', 'output_size', 'activation', 'reuse']","['projection', 'int', 'activation', 'error']","[False, False, True, True]",None,412
tf.contrib.rnn.LayerRNNCell,"['batch_size', 'dtype']","['float', 'data']","[False, False]",None,372
tf.contrib.rnn.BidirectionalGridLSTMCell,"['num_units', 'use_peepholes', 'share_time_frequency_weights', 'cell_clip', 'initializer', 'num_unit_shards', 'forget_bias', 'feature_size', 'frequency_skip', 'num_frequency_blocks', 'start_freqindex_list', 'end_freqindex_list', 'couple_input_forget_gates', 'backward_slice_offset', 'reuse']","['cell', 'bool', 'bool', 'float', 'None', 'default', 'float', 'None', 'None', 'blocks', 'None', 'None', 'bool', 'backward', 'error']","[False, True, True, True, True, True, True, True, True, False, True, True, True, True, True]",None,731
tf.contrib.rnn.stack_bidirectional_dynamic_rnn,"['cells_fw', 'cells_bw', 'initial_states_fw', 'initial_states_bw', 'dtype', 'sequence_length', 'time_major', 'scope', 'swap_memory']","['direction', 'direction', 'tensor', 'cells_bw', 'data', 'batch_size', 'batch_size', 'None', 'tensor']","[False, False, True, True, True, True, False, False, False]",None,612
tf.contrib.rnn.FusedRNNCellAdaptor,"['cell', 'use_dynamic_rnn']","['instance', 'rnn']","[False, False]",None,336
tf.contrib.rnn.IntersectionRNNCell,"['num_units', 'num_in_proj', 'initializer', 'forget_bias', 'y_activation', 'reuse']","['rnn', 'rnn', 'initializer', 'float', 'activation', 'error']","[False, True, True, True, True, True]",None,639
tf.contrib.layers.unit_norm,"['inputs', 'dim', 'epsilon', 'scope']","['size', 'dimension', 'dividing', 'optional']","[False, False, False, True]",None,120
tf.contrib.layers.l1_l2_regularizer,"['scale_l1', 'scale_l2', 'scope']","['l1', 'l2', 'name']","[False, False, True]",None,110
tf.contrib.layers.weighted_sparse_column,"['sparse_id_column', 'weight_column_name', 'dtype']","['_sparsecolumn', 'column', 'tf.float32']","[False, False, False]",None,239
tf.contrib.layers.group_norm,"['inputs', 'groups', 'channels_axis', 'reduction_axes']","['batch', 'channels', 'batch', 'axes']","[False, False, False, False]",None,749
tf.contrib.layers.apply_regularization,"['regularizer', 'weights_list']","['argument', 'None']","[False, False]",None,152
tf.contrib.layers.transform_features,"['features', 'feature_columns']","['dict', '_featurecolumn']","[False, False]",None,226
tf.contrib.layers.make_place_holder_tensors_for_base_features,['feature_columns'],['_featurecolumn'],[False],None,68
tf.contrib.layers.summarize_activation,['op'],['tensor'],[False],None,63
tf.contrib.layers.bow_encoder,"['ids', 'vocab_size', 'embed_dim', 'sparse_lookup', 'initializer', 'regularizer', 'trainable', 'scope', 'reuse']","['batch_size', 'int', 'dimensions', 'bool', 'None', 'embeddings', 'collection', 'op', 'op']","[False, False, False, False, False, True, False, True, False]",None,246
tf.contrib.layers.gdn,"['inputs', 'inverse', 'beta_min', 'gamma_init', 'reparam_offset', 'data_format', 'activity_regularizer', 'trainable', 'name', 'reuse']","['input', 'compute', 'beta', 'beta', 'activations', 'tensor', 'function', 'bool', 'cases', 'bool']","[False, False, False, False, False, False, False, False, False, False]",None,595
tf.contrib.layers.crossed_column,"['columns', 'hash_bucket_size', 'sum', 'mean', 'ckpt_to_load_from', 'tensor_name_in_ckpt', 'hash_key']","['_bucketizedcolumn', 'buckets', 'None', 'normalization', 'tensor', 'None', 'crosses']","[False, False, False, False, True, True, True]",None,313
tf.contrib.layers.l1_regularizer,"['scale', 'scope']","['multiplier', 'name']","[False, True]",None,95
tf.contrib.layers.avg_pool2d,"['inputs', 'padding', 'data_format', 'outputs_collections', 'scope']","['tensor', 'method', 'default', 'collections', 'name_scope']","[False, False, False, False, True]",None,248
tf.contrib.layers.parse_feature_columns_from_examples,"['serialized', 'feature_columns', 'name', 'example_names']","['batch', '_featurecolumn', 'name', 'batch']","[False, False, True, True]",None,299
tf.contrib.layers.one_hot_column,['sparse_id_column'],['_sparsecolumn'],[False],None,65
tf.contrib.layers.dense_to_sparse,"['tensor', 'eos_token', 'outputs_collections', 'scope']","['int', 'end', 'collection', 'name_scope']","[False, False, False, True]",None,110
tf.contrib.layers.conv1d,"['inputs', 'num_outputs', 'kernel_size', 'stride', 'padding', 'data_format', 'rate', 'activation_fn', 'normalizer_fn', 'normalizer_params', 'weights_initializer', 'weights_regularizer', 'biases_initializer', 'biases_regularizer', 'reuse', 'variables_collections', 'outputs_collections', 'trainable', 'scope', 'conv_dims']","['batch_size', 'filters', 'dimensions', 'dimensions', 'valid', 'None', 'convolution', 'None', 'None', 'function', 'initializer', 'optional', 'None', 'biases', 'layer', 'collection', 'collection', 'collection', 'optional', 'conv']","[False, False, False, False, False, False, False, False, False, False, False, True, False, True, False, True, False, False, True, True]",None,867
tf.contrib.layers.xavier_initializer,"['uniform', 'seed', 'dtype']","['initialization', 'behavior', 'data']","[False, False, False]",None,223
tf.contrib.layers.sequence_input_from_feature_columns,"['columns_to_tensors', 'feature_columns', 'weight_collections', 'trainable', 'scope']","['tensor', 'classes', 'collections', 'collection', 'optional']","[False, False, False, False, True]",None,242
tf.contrib.layers.embedding_lookup_unique,"['params', 'ids', 'partition_strategy', 'name']","['tensor', 'ids', 'default', 'name']","[False, False, False, True]",None,223
tf.contrib.layers.l2_regularizer,"['scale', 'scope']","['multiplier', 'name']","[False, True]",None,102
tf.contrib.layers.avg_pool3d,"['inputs', 'padding', 'data_format', 'outputs_collections', 'scope']","['tensor', 'method', 'default', 'collections', 'name_scope']","[False, False, False, False, True]",None,256
tf.contrib.layers.stack,"['inputs', 'layer', 'stack_args', 'kwargs']","['layer', 'args', 'call', 'extra']","[False, False, False, False]",None,285
tf.contrib.layers.conv3d,"['inputs', 'num_outputs', 'kernel_size', 'stride', 'padding', 'data_format', 'rate', 'activation_fn', 'normalizer_fn', 'normalizer_params', 'weights_initializer', 'weights_regularizer', 'biases_initializer', 'biases_regularizer', 'reuse', 'variables_collections', 'outputs_collections', 'trainable', 'scope', 'conv_dims']","['batch_size', 'filters', 'dimensions', 'dimensions', 'valid', 'None', 'convolution', 'None', 'None', 'function', 'initializer', 'optional', 'None', 'biases', 'layer', 'collection', 'collection', 'collection', 'optional', 'conv']","[False, False, False, False, False, False, False, False, False, False, False, True, False, True, False, True, False, False, True, True]",None,867
tf.contrib.layers.fully_connected,"['inputs', 'num_outputs', 'activation_fn', 'normalizer_fn', 'normalizer_params', 'weights_initializer', 'weights_regularizer', 'biases_initializer', 'biases_regularizer', 'reuse', 'variables_collections', 'outputs_collections', 'trainable', 'scope']","['tensor', 'int', 'None', 'None', 'function', 'initializer', 'optional', 'None', 'biases', 'layer', 'collections', 'collection', 'collection', 'optional']","[False, False, False, False, False, False, True, False, True, False, True, False, False, True]",None,475
tf.contrib.layers.sparse_column_with_hash_bucket,"['column_name', 'hash_bucket_size', 'sum', 'mean', 'dtype', 'hash_keys']","['column', 'buckets', 'column', 'column', 'features', 'None']","[False, False, False, False, False, False]",None,327
tf.contrib.layers.sparse_column_with_integerized_feature,"['column_name', 'bucket_size', 'sum', 'mean', 'dtype']","['column', 'bucket_size', 'column', 'column', 'default']","[False, False, False, False, False]",None,372
tf.contrib.layers.conv2d_in_plane,"['inputs', 'kernel_size', 'stride', 'padding', 'activation_fn', 'normalizer_fn', 'normalizer_params', 'weights_initializer', 'weights_regularizer', 'biases_initializer', 'biases_regularizer', 'reuse', 'variables_collections', 'outputs_collections', 'trainable', 'scope']","['tensor', 'int', 'int', 'same', 'None', 'None', 'function', 'initializer', 'optional', 'None', 'biases', 'layer', 'collection', 'collection', 'collection', 'optional']","[False, False, False, False, False, False, False, False, True, False, True, False, True, False, False, True]",None,511
tf.contrib.layers.sequence_to_images,"['inputs', 'height', 'output_data_format', 'outputs_collections', 'scope']","['tensor', 'height', 'tensor', 'collections', 'name_scope']","[False, False, False, False, True]",None,111
tf.contrib.layers.legacy_fully_connected,"['x', 'num_output_units', 'activation_fn', 'weight_init', 'bias_init', 'name', 'weight_collections', 'bias_collections', 'output_collections', 'trainable', 'weight_regularizer', 'bias_regularizer']","['input', 'output', 'None', 'defaults', 'None', 'details', 'collections', 'biases', 'collections', 'collection', 'l1_regularizer', 'biases']","[False, False, False, True, False, False, False, False, False, False, False, False]",None,793
tf.contrib.layers.bucketized_column,"['source_column', 'boundaries']","['_realvaluedcolumn', 'boundaries']","[False, False]",None,75
tf.contrib.layers.batch_norm,"['inputs', 'center', 'scale', 'epsilon', 'activation_fn', 'param_initializers', 'param_regularizers', 'updates_collections', 'is_training', 'reuse', 'variables_collections', 'outputs_collections', 'trainable', 'batch_weights', 'fused', 'data_format', 'zero_debias_moving_mean', 'scope', 'renorm_clipping', 'renorm_decay']","['tensor', 'tensor', 'false', 'float', 'None', 'beta', 'beta', 'None', 'average', 'layer', 'collections', 'collections', 'collection', 'tensor', 'None', 'default', 'moving_meanlocal_step', 'optional', 'rmax', 'decay']","[False, False, False, False, False, True, True, False, False, False, True, False, False, True, False, False, False, True, False, False]",None,1229
tf.contrib.layers.embed_sequence,"['ids', 'vocab_size', 'embed_dim', 'unique', 'initializer', 'regularizer', 'trainable', 'scope', 'reuse']","['batch_size', 'int', 'dimensions', 'indices', 'None', 'embeddings', 'collection', 'op', 'op']","[False, False, False, False, False, True, False, True, False]",None,251
tf.contrib.layers.embedding_column,"['sparse_id_column', 'dimension', 'sum', 'mean', 'initializer', 'ckpt_to_load_from', 'tensor_name_in_ckpt', 'max_norm', 'trainable']","['_sparsecolumn', 'dimension', 'None', 'normalization', 'defaults', 'tensor', 'None', 'None', 'default']","[False, False, False, False, False, True, True, True, True]",None,335
tf.contrib.layers.weighted_sum_from_feature_columns,"['columns_to_tensors', 'feature_columns', 'num_outputs', 'weight_collections', 'trainable', 'scope']","['tensor', 'classes', 'default', 'collections', 'collection', 'optional']","[False, False, False, False, False, True]",None,338
tf.contrib.layers.shared_embedding_columns,"['sparse_id_columns', 'dimension', 'sum', 'mean', 'shared_embedding_name', 'initializer', 'ckpt_to_load_from', 'tensor_name_in_ckpt', 'max_norm', 'trainable']","['_sparsecolumn', 'dimension', 'None', 'normalization', '_embeddingcolumn', 'length', 'tensor', 'None', 'None', 'default']","[False, False, False, False, True, False, True, True, True, True]",None,431
tf.contrib.layers.softmax,"['logits', 'scope']","['logits', 'optional']","[False, True]",None,102
tf.contrib.layers.scattered_embedding_column,"['column_name', 'size', 'dimension', 'hash_key', 'sum', 'mean', 'initializer']","['column', 'embedding', 'dimension', 'crosses', 'column', 'column', 'defaults']","[False, False, False, False, False, False, False]",None,426
tf.contrib.layers.safe_embedding_lookup_sparse,"['embedding_weights', 'sparse_ids', 'sparse_weights', 'combiner', 'default_id', 'name', 'partition_strategy', 'max_norm']","['tensor', 'd_0', 'float', 'currently', 'entry', 'name', 'currently', 'None']","[False, False, False, False, False, True, False, False]",None,451
tf.contrib.layers.rev_block,"['x1', 'x2', 'f', 'g', 'num_layers', 'f_side_input', 'g_side_input', 'is_training']","['float', 'float', 'calls', 'calls', 'equations', 'None', 'None', 'backprop']","[False, False, False, False, False, False, False, False]",None,372
tf.contrib.layers.max_pool3d,"['inputs', 'padding', 'data_format', 'outputs_collections', 'scope']","['tensor', 'method', 'default', 'collections', 'name_scope']","[False, False, False, False, True]",None,269
tf.contrib.layers.input_from_feature_columns,"['columns_to_tensors', 'feature_columns', 'weight_collections', 'trainable', 'scope', 'cols_to_outs']","['tensor', 'classes', 'collections', 'collection', 'optional', 'tensor']","[False, False, False, False, True, True]",None,383
tf.contrib.layers.joint_weighted_sum_from_feature_columns,"['columns_to_tensors', 'feature_columns', 'num_outputs', 'weight_collections', 'trainable', 'scope']","['tensor', 'classes', 'default', 'collections', 'collection', 'optional']","[False, False, False, False, False, True]",None,248
tf.contrib.layers.one_hot_encoding,"['labels', 'num_classes', 'on_value', 'off_value', 'outputs_collections', 'scope']","['batch_size', 'classes', 'None', 'None', 'collection', 'name_scope']","[False, False, False, False, False, True]",None,112
tf.contrib.layers.sum_regularizer,"['regularizer_list', 'scope']","['list', 'name']","[False, True]",None,70
tf.contrib.layers.instance_norm,"['inputs', 'center', 'scale', 'epsilon', 'activation_fn', 'param_initializers', 'reuse', 'variables_collections', 'outputs_collections', 'trainable', 'data_format', 'scope']","['tensor', 'tensor', 'false', 'float', 'None', 'beta', 'layer', 'collections', 'collections', 'collection', 'default', 'optional']","[False, False, False, False, False, True, False, True, False, False, False, True]",None,392
tf.contrib.layers.separable_conv2d,"['inputs', 'num_outputs', 'depth_multiplier', 'padding', 'data_format', 'activation_fn', 'normalizer_fn', 'normalizer_params', 'weights_initializer', 'pointwise_initializer', 'weights_regularizer', 'biases_initializer', 'biases_regularizer', 'reuse', 'variables_collections', 'outputs_collections', 'trainable', 'scope']","['tensor', 'None', 'channel', 'valid', 'default', 'None', 'None', 'function', 'depthwise', 'None', 'optional', 'None', 'biases', 'layer', 'collection', 'collection', 'variables', 'optional']","[False, False, False, False, False, False, False, False, False, False, True, False, True, False, True, False, False, True]",None,644
tf.contrib.layers.images_to_sequence,"['inputs', 'data_format', 'outputs_collections', 'scope']","['tensor', 'default', 'collections', 'name_scope']","[False, False, False, True]",None,114
tf.contrib.layers.create_feature_spec_for_parsing,['feature_columns'],['_featurecolumn'],[False],None,258
tf.contrib.layers.flatten,"['inputs', 'outputs_collections', 'scope']","['tensor', 'collection', 'name_scope']","[False, False, True]",None,101
tf.contrib.layers.parse_feature_columns_from_sequence_examples,"['serialized', 'context_feature_columns', 'sequence_feature_columns', 'name', 'example_name']","['proto', 'None', 'None', 'name', 'names']","[False, False, False, True, True]",None,193
tf.contrib.layers.repeat,"['inputs', 'repetitions', 'layer', 'args', 'kwargs']","['layer', 'int', 'args', 'args', 'extra']","[False, False, False, False, False]",None,273
tf.contrib.layers.regression_target,"['label_name', 'weight_column_name', 'label_dimension']","['tensor', 'column', 'dimension']","[False, False, False]",None,167
tf.contrib.layers.bias_add,"['inputs', 'activation_fn', 'initializer', 'regularizer', 'reuse', 'variables_collections', 'outputs_collections', 'trainable', 'data_format', 'scope']","['tensor', 'None', 'bias', 'l1_regularizer', 'layer', 'collections', 'collections', 'collection', 'nchw', 'optional']","[False, False, False, False, False, True, False, False, False, True]",None,305
tf.contrib.layers.dropout,"['inputs', 'keep_prob', 'noise_shape', 'is_training', 'outputs_collections', 'scope', 'seed']","['tensor', 'element', 'flags', 'bool', 'collection', 'name_scope', 'behavior']","[False, False, False, False, False, True, False]",None,221
tf.contrib.layers.max_pool2d,"['inputs', 'padding', 'data_format', 'outputs_collections', 'scope']","['tensor', 'method', 'default', 'collections', 'name_scope']","[False, False, False, False, True]",None,261
tf.contrib.layers.convolution,"['inputs', 'num_outputs', 'kernel_size', 'stride', 'padding', 'data_format', 'rate', 'activation_fn', 'normalizer_fn', 'normalizer_params', 'weights_initializer', 'weights_regularizer', 'biases_initializer', 'biases_regularizer', 'reuse', 'variables_collections', 'outputs_collections', 'trainable', 'scope', 'conv_dims']","['batch_size', 'filters', 'dimensions', 'dimensions', 'valid', 'None', 'convolution', 'None', 'None', 'function', 'initializer', 'optional', 'None', 'biases', 'layer', 'collection', 'collection', 'collection', 'optional', 'conv']","[False, False, False, False, False, False, False, False, False, False, False, True, False, True, False, True, False, False, True, True]",None,855
tf.contrib.layers.sparse_column_with_vocabulary_file,"['column_name', 'vocabulary_file', 'num_oov_buckets', 'vocab_size', 'default_value', 'sum', 'mean', 'dtype']","['column', 'filename', 'buckets', 'elements', 'defaults', 'column', 'column', 'features']","[False, False, False, False, False, False, False, False]",None,299
tf.contrib.layers.layer_norm,"['inputs', 'center', 'scale', 'activation_fn', 'reuse', 'variables_collections', 'outputs_collections', 'trainable', 'scope']","['tensor', 'tensor', 'false', 'None', 'layer', 'collections', 'collections', 'collection', 'optional']","[False, False, False, False, False, True, False, False, True]",None,560
tf.contrib.layers.conv2d,"['inputs', 'num_outputs', 'kernel_size', 'stride', 'padding', 'data_format', 'rate', 'activation_fn', 'normalizer_fn', 'normalizer_params', 'weights_initializer', 'weights_regularizer', 'biases_initializer', 'biases_regularizer', 'reuse', 'variables_collections', 'outputs_collections', 'trainable', 'scope', 'conv_dims']","['batch_size', 'filters', 'dimensions', 'dimensions', 'valid', 'None', 'convolution', 'None', 'None', 'function', 'initializer', 'optional', 'None', 'biases', 'layer', 'collection', 'collection', 'collection', 'optional', 'conv']","[False, False, False, False, False, False, False, False, False, False, False, True, False, True, False, True, False, False, True, True]",None,867
tf.contrib.layers.sparse_column_with_keys,"['column_name', 'keys', 'default_value', 'sum', 'mean', 'dtype']","['column', 'list', 'default', 'column', 'column', 'features']","[False, False, False, False, False, False]",None,226
tf.contrib.layers.check_feature_columns,['feature_columns'],['featurecolumn'],[False],None,60
tf.contrib.layers.multi_class_target,"['n_classes', 'label_name', 'weight_column_name']","['classes', 'tensor', 'column']","[False, False, False]",None,191
tf.contrib.layers.summarize_tensor,"['tensor', 'tag']","['tensor', 'tensor']","[False, False]",None,107
tf.contrib.layers.recompute_grad,"['fn', 'use_data_dep', 'tupleize_grads']","['arguments', 'bool', 'bool']","[False, False, False]",None,352
